LAMMPS data file via write_data, version 29 Aug 2024, timestep = 20000, units = real

228 atoms
3 atom types

1.519551011638061 15.640448988361785 xlo xhi
1.519551011638061 15.640448988361785 ylo yhi
1.519551011638061 15.640448988361785 zlo zhi

Masses

1 28.0855
2 15.9994
3 1.008

Atoms # charge

2 1 1.868513730035293 3.2707887131597433 3.2891771798503795 3.152081231490734 0 0 0
4 1 1.735929869489089 3.521242942447655 6.682758816729331 6.378401345858538 0 0 0
6 1 1.953439302373717 6.693186028863547 3.1539017942019214 6.722467286737054 0 0 0
8 1 1.761947482913739 6.743921778529967 6.712802347451228 3.15014114279394 0 0 0
65 2 -0.8981426348300532 2.3949211785573987 2.230280134477322 2.4938008460142465 0 0 0
69 2 -0.927712408022218 2.24254660713279 4.1682162581476305 3.7854305748895083 0 0 0
70 2 -0.9323317159577296 4.20312225429867 2.5836492710385635 4.161182603864878 0 0 0
71 2 -0.9388095247817174 3.98585613746947 4.07347075921905 2.021969494338759 0 0 0
72 2 -0.9715809966637838 2.6192866696524426 5.6249242619336615 5.766913174634539 0 0 0
75 2 -0.9230549293142136 4.379797842903066 6.060466630328328 7.513810643498842 0 0 0
76 2 -0.9021473910168099 4.401945759390772 7.515063144201394 5.433825561066056 0 0 0
77 2 -0.7955251165607882 2.720870542546494 7.907740964886323 6.8604063190537765 0 0 0
78 2 -0.958734171009164 5.797385985938619 2.173906806823685 5.984003582667076 0 0 0
81 2 -0.979043743718204 5.881318199790415 3.964434650337127 7.706500013166446 0 0 0
82 2 -0.9618578632932737 7.4691111079661034 4.075430572603629 5.739284743266102 0 0 0
83 2 -0.9814294299623901 7.760330932257074 2.461231851204939 7.527183519023939 0 0 0
84 2 -0.8928539356281223 5.697374122885258 5.858174433836328 2.3572144069954635 0 0 0
87 2 -0.8647367838657747 6.3429068427596675 7.867387989628591 4.031849714254891 0 0 0
88 2 -0.8625277550177127 7.579068114020562 5.662988178655611 3.9779257231958027 0 0 0
89 2 -0.8348286293435848 7.648385739994231 7.5134714543755345 2.17822075503055 0 0 0
15 1 1.879164175097828 5.127345740095919 5.052387923918442 8.439116869749375 0 0 0
35 1 1.829710309403313 8.487695767672331 4.929843140630371 5.00604315177493 0 0 0
197 2 -0.648009857397052 1.5266961905236374 5.388388547334982 8.420587600166602 0 0 0
228 3 0.4767765188786734 2.224274504174355 8.714474155152018 6.6441219522502974 0 0 0
217 3 0.4419017150947575 4.072962241485855 8.247272528523109 1.8586812261656247 0 0 1
57 1 1.86708502470648 8.540916117322887 8.623353951994599 8.653437839127118 0 0 0
5 1 1.821981026053425 4.908002110910708 15.556890884468944 4.940983149631014 0 0 0
227 3 0.4707799184436363 2.3434065771010055 7.031667121967136 8.643594922350019 1 0 0
3 1 1.803413933183066 1.5346774236466771 4.968711886357703 4.889902461485324 1 0 0
213 3 0.4116078095140832 15.639935527108445 4.941607405854686 7.539281905937879 -1 0 0
216 3 0.4087370859317241 8.694452763976049 2.196536226357778 4.533242297409151 0 1 0
34 1 1.759111375244578 10.25340777551135 3.2272615059198086 3.216406214500549 0 0 0
36 1 1.833330811020708 10.134923579073572 6.892128495686206 6.737590196849562 0 0 0
38 1 1.841289721481009 13.805510073040555 3.305396378565721 6.678498275526734 0 0 0
40 1 1.744265730674474 13.815337403740678 6.7452824004787875 3.2127079170953765 0 0 0
73 2 -0.9409734996879875 14.86431344121843 3.9623116739833044 5.798171554837511 0 0 0
74 2 -0.9056809552230887 14.805955158734026 6.048403760258677 4.184365636687298 0 0 0
92 2 -0.9286287163046337 14.60292446766798 2.6526066254178238 7.821052483518436 0 0 0
