q_Ainv,two_theta_deg,I_norm
2.129999999999999893e+00,3.027445025314257521e+01,3.296539547094495259e-01
2.134999999999999787e+00,3.034722425587091976e+01,3.301113175770337138e-01
2.140000000000000124e+00,3.042001079473428149e+01,3.305471749903031720e-01
2.145000000000000018e+00,3.049280990559477900e+01,3.309612889142837244e-01
2.150000000000000355e+00,3.056562162436581787e+01,3.313534549990918565e-01
2.155000000000000249e+00,3.063844598701226474e+01,3.317235022460221505e-01
2.160000000000000142e+00,3.071128302955068179e+01,3.320712926378982521e-01
2.165000000000000036e+00,3.078413278804947595e+01,3.323967207346799624e-01
2.169999999999999929e+00,3.085699529862911916e+01,3.326997132353436415e-01
2.174999999999999822e+00,3.092987059746233669e+01,3.329802285070821433e-01
2.179999999999999716e+00,3.100275872077428119e+01,3.332382560828888174e-01
2.185000000000000053e+00,3.107565970484279205e+01,3.334738161286158742e-01
2.189999999999999947e+00,3.114857358599851267e+01,3.336869588806151699e-01
2.195000000000000284e+00,3.122150040062515686e+01,3.338777640550896764e-01
2.200000000000000178e+00,3.129444018515964032e+01,3.340463402302996654e-01
2.205000000000000071e+00,3.136739297609234001e+01,3.341928242027841778e-01
2.209999999999999964e+00,3.144035880996729304e+01,3.343173803187718951e-01
2.214999999999999858e+00,3.151333772338234240e+01,3.344201997819678529e-01
2.219999999999999751e+00,3.158632975298936429e+01,3.345014999389140931e-01
2.225000000000000089e+00,3.165933493549450262e+01,3.345615235431304568e-01
2.229999999999999982e+00,3.173235330765831819e+01,3.346005379992504358e-01
2.235000000000000320e+00,3.180538490629605874e+01,3.346188345883733817e-01
2.240000000000000213e+00,3.187842976827777264e+01,3.346167276758590936e-01
2.245000000000000107e+00,3.195148793052859304e+01,3.345945539027929128e-01
2.250000000000000000e+00,3.202455943002890848e+01,3.345526713623537818e-01
2.254999999999999893e+00,3.209764430381456890e+01,3.344914587623155633e-01
2.259999999999999787e+00,3.217074258897711303e+01,3.344113145749131877e-01
2.265000000000000124e+00,3.224385432266394957e+01,3.343126561753001491e-01
2.270000000000000018e+00,3.231697954207854906e+01,3.341959189698230359e-01
2.275000000000000355e+00,3.239011828448072805e+01,3.340615555153303995e-01
2.280000000000000249e+00,3.246327058718677705e+01,3.339100346307301015e-01
2.285000000000000142e+00,3.253643648756969498e+01,3.337418405019976220e-01
2.290000000000000036e+00,3.260961602305945917e+01,3.335574717818323154e-01
2.294999999999999929e+00,3.268280923114312486e+01,3.333574406851447791e-01
2.299999999999999822e+00,3.275601614936513073e+01,3.331422720815503391e-01
2.304999999999999716e+00,3.282923681532747651e+01,3.329125025860261156e-01
2.310000000000000053e+00,3.290247126668995747e+01,3.326686796488807496e-01
2.314999999999999947e+00,3.297571954117032078e+01,3.324113606461650550e-01
2.320000000000000284e+00,3.304898167654455676e+01,3.321411119716389804e-01
2.325000000000000178e+00,3.312225771064705526e+01,3.318585081313923379e-01
2.330000000000000071e+00,3.319554768137087564e+01,3.315641308421966027e-01
2.334999999999999964e+00,3.326885162666790308e+01,3.312585681346469912e-01
2.339999999999999858e+00,3.334216958454913282e+01,3.309424134621341551e-01
2.344999999999999751e+00,3.341550159308484069e+01,3.306162648166604545e-01
2.350000000000000089e+00,3.348884769040482468e+01,3.302807238524971267e-01
2.354999999999999982e+00,3.356220791469858966e+01,3.299363950186525729e-01
2.360000000000000320e+00,3.363558230421564588e+01,3.295838847010992834e-01
2.365000000000000213e+00,3.370897089726564388e+01,3.292238003756817188e-01
2.370000000000000107e+00,3.378237373221866591e+01,3.288567497726015421e-01
2.375000000000000000e+00,3.385579084750541057e+01,3.284833400533511694e-01
2.379999999999999893e+00,3.392922228161740605e+01,3.281041770009377467e-01
2.384999999999999787e+00,3.400266807310731565e+01,3.277198642242151738e-01
2.390000000000000124e+00,3.407612826058903721e+01,3.273310023771092148e-01
2.395000000000000018e+00,3.414960288273803712e+01,3.269381883934960320e-01
2.400000000000000355e+00,3.422309197829154215e+01,3.265420147384625049e-01
2.405000000000000249e+00,3.429659558604873837e+01,3.261430686766484954e-01
2.410000000000000142e+00,3.437011374487104121e+01,3.257419315583388597e-01
2.415000000000000036e+00,3.444364649368232989e+01,3.253391781239458047e-01
2.419999999999999929e+00,3.451719387146913220e+01,3.249353758274869941e-01
2.424999999999999822e+00,3.459075591728089449e+01,3.245310841796373302e-01
