# pH-conditioned hydrated silica precursor for ReaxFF (atom_style charge)

222 atoms
3 atom types

0.0 17.1600000000 xlo xhi
0.0 17.1600000000 ylo yhi
0.0 17.1600000000 zlo zhi

Masses

1 28.085500 # Si
2 15.999400 # O
3 1.008000 # H

Atoms # charge

       1  1  0.00000000      17.15161415      17.10282105       0.04010685 # Si
       2  1  0.00000000       2.18390156       2.13982568       2.13150322 # Si
       3  1  0.00000000       0.03093755       4.33555540       4.25244535 # Si
       4  1  0.00000000       2.11954154       6.47003518       6.44972021 # Si
       5  1  0.00000000       4.34567670       0.01560813       4.34920290 # Si
       6  1  0.00000000       6.42778513       2.13861511       6.41005830 # Si
       7  1  0.00000000       4.28025693       4.34338024      17.13893163 # Si
       8  1  0.00000000       6.43449986       6.40909768       2.11419083 # Si
       9  1  0.00000000       0.04653594       0.01291891       8.52541518 # Si
      10  1  0.00000000       2.13238754       2.17113625      10.68284165 # Si
      11  1  0.00000000      17.10005910       4.27464712      12.82273209 # Si
      12  1  0.00000000       2.15218650       6.48650275      15.06489621 # Si
      13  1  0.00000000       4.31717984       0.03382860      12.82380466 # Si
      14  1  0.00000000       6.43697798       2.15467625      14.96198724 # Si
      15  1  0.00000000       4.25059388       4.31500786       8.58787296 # Si
      16  1  0.00000000       6.46470443       6.38622584      10.78256931 # Si
      17  1  0.00000000       0.01130999       8.58367112       0.05944649 # Si
      18  1  0.00000000       2.08671514      10.76429179       2.17341732 # Si
      19  1  0.00000000       0.00882319      12.89694665       4.25190405 # Si
      20  1  0.00000000       2.18078042      14.98826584       6.45319913 # Si
      21  1  0.00000000       4.34997734       8.55459475       4.23541174 # Si
      22  1  0.00000000       6.48450141      10.66500187       6.46394221 # Si
      23  1  0.00000000       4.33499558      12.82459994       0.01522000 # Si
      24  1  0.00000000       6.49102073      15.03483098       2.09804727 # Si
      25  1  0.00000000       0.05248165       8.55249295       8.56546135 # Si
      26  1  0.00000000       2.09903487      10.75562809      10.69543130 # Si
      27  1  0.00000000       0.00692270      12.87701588      12.84155034 # Si
      28  1  0.00000000       2.20479348      15.05551666      14.97351017 # Si
      29  1  0.00000000       4.29697461       8.62594775      12.85199986 # Si
