LAMMPS (29 Aug 2024)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (14.3 14.3 14.3)
  2 by 2 by 2 MPI processor grid
  reading atoms ...
  192 atoms
  reading velocities ...
  192 velocities
  read_data CPU = 0.003 seconds
WARNING: Changed valency_val to valency_boc for X (src/REAXFF/reaxff_ffield.cpp:294)

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- Type Label Framework: https://doi.org/10.1021/acs.jpcb.3c08419
- pair reaxff command: doi:10.1016/j.parco.2011.08.005
- fix qeq/reaxff command: doi:10.1016/j.parco.2011.08.005
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 10 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 3 3 3
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair reaxff, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/ghost/newtoff
      stencil: full/ghost/bin/3d
      bin: standard
  (2) fix qeq/reaxff, perpetual, copy from (1)
      attributes: half, newton off
      pair build: copy
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 0.25
Per MPI rank memory allocation (min/avg/max) = 46.19 | 46.22 | 46.24 Mbytes
   Step          Time           Temp          PotEng         KinEng         TotEng         Press          Volume        Density    
     18100   4525           3973.8327     -26018.752      2262.4409     -23756.311     -45920.457      3103.4621      2.0575178    
     18200   4550           4084.0854     -26064.24       2325.2116     -23739.028     -4883.5284      3102.2793      2.0583023    
     18300   4575           4272.3992     -26164.645      2432.4252     -23732.22      -30922.224      3101.0653      2.059108     
     18400   4600           4256.5081     -26165.158      2423.3778     -23741.78      -24518.854      3099.8113      2.059941     
     18500   4625           4133.7179     -26125.982      2353.4691     -23772.513     -31353.164      3098.5141      2.0608034    
     18600   4650           4115.3914     -26159.287      2343.0352     -23816.252      30919.794      3097.1811      2.0616903    
     18700   4675           4058.1337     -26179.365      2310.4364     -23868.929     -7259.5829      3095.8062      2.062606     
     18800   4700           4042.0144     -26235.471      2301.2591     -23934.212     -26633.654      3094.4061      2.0635392    
     18900   4725           3950.1288     -26232.538      2248.9455     -23983.592     -25203.288      3092.9715      2.0644963    
     19000   4750           3777.5381     -26170.205      2150.6836     -24019.522     -35954.69       3091.4968      2.0654811    
     19100   4775           4249.8473     -26458.814      2419.5856     -24039.228     -8056.9034      3089.9715      2.0665008    
     19200   4800           4229.712      -26469.522      2408.1219     -24061.401     -15345.923      3088.4184      2.06754      
     19300   4825           3609.1023     -26133.077      2054.7873     -24078.29      -45895.065      3086.8427      2.0685953    
     19400   4850           3823.176      -26257.449      2176.6668     -24080.783     -36615.84       3085.1985      2.0696978    
     19500   4875           4107.8851     -26413.339      2338.7616     -24074.577     -2717.5677      3083.513       2.0708291    
     19600   4900           4211.1454     -26472.663      2397.5513     -24075.112     -19505.604      3081.8148      2.0719702    
     19700   4925           4119.5847     -26430.647      2345.4226     -24085.224     -9842.3656      3080.0955      2.0731268    
     19800   4950           3782.0575     -26243.581      2153.2566     -24090.324     -15214.063      3078.3624      2.0742939    
     19900   4975           3835.8438     -26264.523      2183.8791     -24080.644      29185.842      3076.6285      2.0754629    
     20000   5000           4063.5996     -26379.454      2313.5484     -24065.905      17199.023      3074.883       2.0766411    
     20100   5025           4072.1231     -26372.719      2318.4011     -24054.318     -36319.081      3073.1148      2.077836     
     20200   5050           4218.1161     -26446.546      2401.52       -24045.026     -30484.161      3071.3198      2.0790503    
     20300   5075           4049.1896     -26336.867      2305.3442     -24031.523     -10630.735      3069.5069      2.0802782    
     20400   5100           3875.64       -26223.912      2206.5364     -24017.376     -8036.927       3067.6824      2.0815155    
     20500   5125           4178.5258     -26369.797      2378.9798     -23990.817     -29277.205      3065.8546      2.0827564    
     20600   5150           4371.122      -26446.874      2488.6315     -23958.242      1675.9858      3064.0064      2.0840128    
     20700   5175           4085.9344     -26247.938      2326.2643     -23921.674      18309.684      3062.154       2.0852734    
     20800   5200           3942.8107     -26130.553      2244.779      -23885.774     -22254.018      3060.2828      2.0865484    
     20900   5225           4275.5857     -26273.547      2434.2394     -23839.307     -9855.9981      3058.3856      2.0878428    
     21000   5250           4132.6191     -26146.116      2352.8435     -23793.273     -15860.914      3056.4745      2.0891483    
     21100   5275           4443.0621     -26291.998      2529.5895     -23762.409     -14290.62       3054.5354      2.0904745    
     21200   5300           4283.815      -26189.507      2438.9246     -23750.582     -9467.8417      3052.5846      2.0918104    
     21300   5325           4071.0916     -26067.313      2317.8138     -23749.5       -14017.568      3050.6246      2.0931544    
     21400   5350           4701.7858     -26429.571      2676.8899     -23752.681     -27608.694      3048.6668      2.0944986    
     21500   5375           3853.5329     -25983.096      2193.9501     -23789.145     -16974.317      3046.7046      2.0958476    
     21600   5400           4054.4456     -26148.651      2308.3366     -23840.315     -9462.9074      3044.6995      2.0972278    
     21700   5425           4219.2227     -26318.362      2402.15       -23916.212     -16.043275      3042.6689      2.0986274    
     21800   5450           3893.1914     -26224.252      2216.529      -24007.723      98475.873      3040.658       2.1000153    
     21900   5475           3887.4278     -26311.871      2213.2476     -24098.624      5465.989       3038.6699      2.1013893    
     22000   5500           4000.5586     -26448.326      2277.6569     -24170.67      -7471.8722      3036.7092      2.1027461    
     22100   5525           3668.0307     -26306.14       2088.3372     -24217.803     -14059.223      3034.7563      2.1040992    
     22200   5550           3774.5293     -26393.783      2148.9706     -24244.813      7440.4724      3032.7765      2.1054728    
     22300   5575           3725.3488     -26374.254      2120.9704     -24253.284     -19622.693      3030.7841      2.1068569    
     22400   5600           4064.5471     -26562.114      2314.0878     -24248.026      35163.688      3028.7888      2.1082449    
     22500   5625           3619.1421     -26299.212      2060.5032     -24238.709      4282.3954      3026.8203      2.1096159    
     22600   5650           4046.9047     -26521.76       2304.0433     -24217.716      14225.632      3024.8775      2.1109709    
     22700   5675           3789.2215     -26351.92       2157.3354     -24194.584      18564.226      3022.9579      2.1123114    
     22800   5700           4064.2807     -26479.527      2313.9361     -24165.591      18055.034      3021.0557      2.1136414    
     22900   5725           3746.3141     -26263.546      2132.9067     -24130.639      231.3319       3019.1486      2.1149765    
     23000   5750           3945.9273     -26332.295      2246.5534     -24085.742      2680.8558      3017.2208      2.1163278    
     23100   5775           3937.7283     -26266.501      2241.8854     -24024.615      20762.414      3015.2873      2.1176849    
     23200   5800           4166.6667     -26320.927      2372.228      -23948.699     -6286.7311      3013.3642      2.1190364    
     23300   5825           4247.9023     -26280.623      2418.4783     -23862.144      15801.325      3011.4644      2.1203732    
     23400   5850           4231.9129     -26188.121      2409.3749     -23778.746      8018.3784      3009.6146      2.1216765    
     23500   5875           4330.0996     -26174.137      2465.276      -23708.861     -2134.3056      3007.7987      2.1229573    
     23600   5900           4109.2714     -25994.416      2339.5509     -23654.866     -41543.905      3005.9845      2.1242386    
     23700   5925           4391.5882     -26099.514      2500.2836     -23599.23      -35376.129      3004.1489      2.1255366    
     23800   5950           4708.5722     -26233.337      2680.7536     -23552.584     -6654.3125      3002.3147      2.1268352    
     23900   5975           4275.5138     -25965.901      2434.1984     -23531.702     -282.31503      3000.5019      2.1281201    
     24000   6000           4384.7502     -26026.949      2496.3905     -23530.558      41689.479      2998.717       2.1293868    
     24100   6025           4410.5381     -26082.588      2511.0725     -23571.516     -7107.5549      2996.959       2.1306359    
     24200   6050           4509.5243     -26233.538      2567.4288     -23666.109      9905.4681      2995.2419      2.1318573    
     24300   6075           4172.7217     -26169.078      2375.6753     -23793.403      7840.2326      2993.5491      2.1330628    
     24400   6100           4521.3521     -26488.834      2574.1627     -23914.671     -9536.75        2991.8717      2.1342588    
     24500   6125           3989.5831     -26288.014      2271.4082     -24016.606      34908.896      2990.2399      2.1354235    
     24600   6150           4114.3809     -26430.139      2342.4599     -24087.679      24428.203      2988.6584      2.1365534    
     24700   6175           3924.1595     -26379.696      2234.1603     -24145.536      883.84119      2987.1189      2.1376545    
     24800   6200           3648.2337     -26261.112      2077.0661     -24184.046     -2893.4383      2985.6038      2.1387394    
     24900   6225           4202.3407     -26607.127      2392.5384     -24214.588      51789.552      2984.0838      2.1398288    
     25000   6250           3806.0453     -26416.545      2166.9138     -24249.631      40434.154      2982.583       2.1409055    
     25100   6275           3672.7647     -26360.523      2091.0324     -24269.491     -35728.433      2981.1073      2.1419653    
     25200   6300           3872.4597     -26476.8        2204.7258     -24272.075      11556.395      2979.6254      2.1430306    
     25300   6325           4258.9898     -26685.037      2424.7908     -24260.246      12379.589      2978.179       2.1440714    
     25400   6350           3946.3947     -26492.947      2246.8195     -24246.127      42193.044      2976.7943      2.1450687    
     25500   6375           3728.1413     -26357.612      2122.5603     -24235.052      24230.822      2975.462       2.1460292    
     25600   6400           3729.9546     -26330.1        2123.5926     -24206.508     -46235.535      2974.1438      2.1469804    
     25700   6425           4016.201      -26433.707      2286.5627     -24147.144      36864.868      2972.8233      2.1479341    
     25800   6450           3817.622      -26262.388      2173.5048     -24088.883     -17024.069      2971.5279      2.1488704    
     25900   6475           4309.3444     -26465.65       2453.4594     -24012.19       10692.099      2970.2386      2.1498032    
     26000   6500           3969.3569     -26208.659      2259.8927     -23948.766      1683.3031      2968.9868      2.1507096    
     26100   6525           4175.4777     -26270.05       2377.2445     -23892.805      5881.8194      2967.7616      2.1515975    
     26200   6550           4403.6937     -26355.01       2507.1757     -23847.834      35440.523      2966.583       2.1524523    
     26300   6575           4108.4399     -26166.72       2339.0775     -23827.642      10808.439      2965.4664      2.1532627    
     26400   6600           4561.1269     -26424.808      2596.8079     -23828          65563.066      2964.3826      2.15405      
     26500   6625           4042.3321     -26150.486      2301.44       -23849.046      26155.453      2963.3712      2.1547852    
     26600   6650           4081.8012     -26203.589      2323.9111     -23879.678      41666.689      2962.4099      2.1554845    
     26700   6675           4362.99       -26408.028      2484.0017     -23924.026     -3563.0101      2961.5083      2.1561406    
     26800   6700           4053.1861     -26300.239      2307.6196     -23992.62       51797.441      2960.6415      2.1567719    
     26900   6725           4138.0231     -26440.736      2355.9202     -24084.816     -268.36665      2959.8282      2.1573645    
     27000   6750           3729.1404     -26307.301      2123.1291     -24184.172     -11617.909      2959.0443      2.1579361    
     27100   6775           4023.2684     -26544.939      2290.5864     -24254.353      22930.23       2958.2911      2.1584855    
     27200   6800           3760.9069     -26438.65       2141.2149     -24297.435      33691.96       2957.5921      2.1589956    
     27300   6825           3819.3383     -26488.366      2174.4819     -24313.884      44232.202      2956.9377      2.1594735    
     27400   6850           4050.0392     -26623.277      2305.828      -24317.449      28171.901      2956.3225      2.1599228    
     27500   6875           3514.0241     -26312.23       2000.6559     -24311.575      55070.689      2955.7651      2.1603301    
     27600   6900           3825.3941     -26470.508      2177.9297     -24292.578      19611.075      2955.2486      2.1607077    
     27700   6925           4050.9676     -26571.779      2306.3565     -24265.422      29395.418      2954.7696      2.161058     
     27800   6950           3775.6392     -26382.665      2149.6025     -24233.062      37582.849      2954.3153      2.1613903    
     27900   6975           4083.1857     -26519.689      2324.6994     -24194.99       22417.927      2953.8827      2.1617069    
     28000   7000           4124.2936     -26496.514      2348.1036     -24148.411      34313.066      2953.4851      2.1619979    
     28100   7025           4003.1102     -26380.196      2279.1096     -24101.087      24404.683      2953.1399      2.1622505    
     28200   7050           4126.2669     -26407.648      2349.227      -24058.421      3602.6709      2952.8315      2.1624764    
     28300   7075           4067.2433     -26335.435      2315.6228     -24019.812     -25031.295      2952.5479      2.1626841    
     28400   7100           4149.3425     -26347.799      2362.3647     -23985.435      3826.4765      2952.2735      2.1628851    
     28500   7125           4190.6604     -26337.645      2385.8885     -23951.757      24468.573      2952.0289      2.1630643    
     28600   7150           4270.6558     -26360.189      2431.4326     -23928.756      1506.8659      2951.8104      2.1632245    
     28700   7175           4062.059      -26223.516      2312.6712     -23910.845      29251.359      2951.6272      2.1633587    
     28800   7200           3974.6069     -26160.167      2262.8817     -23897.286      30330.471      2951.472       2.1634725    
     28900   7225           4329.9275     -26347.642      2465.178      -23882.464      70378.86       2951.3482      2.1635632    
     29000   7250           4165.2604     -26258.232      2371.4274     -23886.805      55359.13       2951.3107      2.1635907    
     29100   7275           4248.5647     -26343.207      2418.8554     -23924.352      26180.413      2951.3618      2.1635532    
     29200   7300           4111.7613     -26328.271      2340.9685     -23987.302      25025.705      2951.4659      2.1634769    
     29300   7325           3864.8142     -26273.556      2200.3729     -24073.183      47636.434      2951.6046      2.1633753    
     29400   7350           3746.7101     -26288.346      2133.1322     -24155.214      12181.878      2951.781       2.163246     
     29500   7375           3812.5974     -26395.242      2170.6441     -24224.598     -3487.0374      2951.9775      2.163102     
     29600   7400           3547.9011     -26293.783      2019.9433     -24273.84       34041.093      2952.1982      2.1629402    
     29700   7425           3843.2751     -26493.89       2188.1099     -24305.78       52683.422      2952.4417      2.1627619    
     29800   7450           3931.1372     -26564.884      2238.1329     -24326.751      48702.214      2952.7207      2.1625575    
     29900   7475           3905.1071     -26563.083      2223.313      -24339.77       11849.831      2953.0594      2.1623095    
     30000   7500           3800.8351     -26510.81       2163.9474     -24346.863      48876.408      2953.4606      2.1620158    
     30100   7525           4008.6047     -26624.733      2282.2378     -24342.496      41022.864      2953.9172      2.1616816    
     30200   7550           3558.1163     -26358.296      2025.7592     -24332.537     -7110.8069      2954.4263      2.161309     
     30300   7575           3775.7938     -26449.822      2149.6905     -24300.131      3222.311       2954.9569      2.160921     
     30400   7600           3762.3077     -26371.444      2142.0124     -24229.431      12683.208      2955.5063      2.1605193    
     30500   7625           3906.8234     -26339.893      2224.2902     -24115.602      25799.455      2956.0806      2.1600996    
     30600   7650           3963.4141     -26255.945      2256.5092     -23999.435      21088.591      2956.6852      2.1596578    
     30700   7675           4217.7907     -26325.951      2401.3347     -23924.616     -2241.4301      2957.3268      2.1591893    
     30800   7700           4353.4571     -26363.014      2478.5743     -23884.44       71962.384      2958.0166      2.1586858    
     30900   7725           4194.3012     -26265.155      2387.9613     -23877.194      66054.13       2958.7792      2.1581294    
     31000   7750           4294.7269     -26330.806      2445.1371     -23885.669      43730.711      2959.6167      2.1575187    
     31100   7775           4168.688      -26287.267      2373.3788     -23913.888      6594.4203      2960.4991      2.1568757    
     31200   7800           4049.9014     -26256.795      2305.7495     -23951.045     -15444.143      2961.4118      2.1562109    
     31300   7825           3913.6944     -26214.721      2228.2021     -23986.518      7104.3862      2962.3143      2.155554     
     31400   7850           3868.912      -26220.227      2202.7059     -24017.521      31050.499      2963.2236      2.1548925    
     31500   7875           4331.4523     -26520.223      2466.0462     -24054.177      2289.1807      2964.155       2.1542154    
     31600   7900           3905.7181     -26327.433      2223.6609     -24103.772      41845.671      2965.1131      2.1535194    
     31700   7925           4106.0303     -26499.053      2337.7056     -24161.347      45728.462      2966.127       2.1527832    
     31800   7950           3881.5662     -26430.011      2209.9104     -24220.1       -5803.3251      2967.1811      2.1520184    
     31900   7975           3683.9487     -26363.932      2097.3999     -24266.532      5905.0963      2968.2546      2.1512401    
     32000   8000           3921.0776     -26527.224      2232.4056     -24294.819      18660.926      2969.3268      2.1504633    
     32100   8025           3735.7336     -26438.851      2126.8829     -24311.968     -19340.393      2970.4137      2.1496765    
     32200   8050           3751.4561     -26449.805      2135.8342     -24313.971      21454.418      2971.4976      2.1488924    
     32300   8075           3972.07       -26563.406      2261.4373     -24301.968     -5020.0007      2972.5918      2.1481013    
     32400   8100           3954.0048     -26519.106      2251.1522     -24267.954      54099.112      2973.7315      2.147278     
     32500   8125           3887.6257     -26415.328      2213.3603     -24201.967      19331.4        2974.9243      2.1464171    
     32600   8150           4132.2631     -26424.758      2352.6409     -24072.117      31658.663      2976.151       2.1455324    
     32700   8175           4019.3678     -26225.212      2288.3656     -23936.846     -4735.0689      2977.412       2.1446237    
     32800   8200           4347.1227     -26309.488      2474.9679     -23834.52       21383.519      2978.6989      2.1436972    
     32900   8225           4154.1071     -26144.809      2365.0774     -23779.732     -4284.4139      2980.0147      2.1427506    
     33000   8250           3991.9304     -26027.746      2272.7446     -23755.001      34314.376      2981.3441      2.1417951    
     33100   8275           4307.7325     -26193.155      2452.5417     -23740.613     -2313.1235      2982.7064      2.1408169    
     33200   8300           4254.6058     -26167.67       2422.2948     -23745.376      22172.735      2984.0927      2.1398224    
     33300   8325           4705.1927     -26457.318      2678.8296     -23778.488      46044.716      2985.5025      2.1388119    
     33400   8350           3886.862      -26054.819      2212.9255     -23841.893     -10384.944      2986.9644      2.1377652    
     33500   8375           3991.2521     -26183.508      2272.3584     -23911.149      22128.401      2988.4209      2.1367232    
     33600   8400           4065.777      -26297.48       2314.788      -23982.692      57817.388      2989.9014      2.1356652    
     33700   8425           3964.907      -26305.418      2257.3592     -24048.059      4716.9798      2991.4093      2.1345887    
     33800   8450           3698.094      -26206.528      2105.4533     -24101.075      23849.07       2992.8999      2.1335255    
     33900   8475           3981.127      -26406.332      2266.5938     -24139.738      29320.157      2994.3945      2.1324607    
     34000   8500           3963.625      -26421.017      2256.6293     -24164.388     -664.11701      2995.9189      2.1313756    
     34100   8525           3949.8288     -26432.038      2248.7747     -24183.264      14111.787      2997.4639      2.130277     
     34200   8550           3922.1221     -26426.65       2233.0003     -24193.649      13563.827      2999.0377      2.1291591    
     34300   8575           3897.1484     -26411.738      2218.7819     -24192.957      3282.8742      3000.6555      2.1280112    
     34400   8600           3514.4295     -26184.378      2000.8868     -24183.491      4989.061       3002.289       2.1268534    
     34500   8625           3874.4788     -26363.152      2205.8753     -24157.277      49543.903      3003.9284      2.1256926    
     34600   8650           3745.2537     -26250.2        2132.303      -24117.897     -769.16626      3005.5949      2.124514     
     34700   8675           3954.1954     -26316.725      2251.2607     -24065.465      22441.574      3007.2813      2.1233226    
     34800   8700           4127.7503     -26346.772      2350.0715     -23996.701     -5967.1729      3008.9763      2.1221265    
     34900   8725           4009.8495     -26202.502      2282.9465     -23919.555      76878.35       3010.6712      2.1209318    
     35000   8750           4054.6238     -26155.593      2308.4381     -23847.155      30117.127      3012.3757      2.1197318    
     35100   8775           4086.4357     -26104.059      2326.5497     -23777.509      7431.8957      3014.0931      2.1185239    
     35200   8800           4259.6285     -26146.548      2425.1544     -23721.393     -14210.965      3015.8229      2.1173088    
     35300   8825           4298.0376     -26139.556      2447.022      -23692.534     -5939.6339      3017.5412      2.1161031    
     35400   8850           4490.3214     -26252.053      2556.4959     -23695.557     -5328.6357      3019.2426      2.1149106    
     35500   8875           4074.2339     -26035.045      2319.6028     -23715.443      12046.774      3020.9432      2.1137201    
     35600   8900           4340.5871     -26207.25       2471.2469     -23736.003      10485.058      3022.6588      2.1125204    
     35700   8925           4170.3324     -26133.951      2374.315      -23759.636      19914.325      3024.3885      2.1113122    
     35800   8950           4409.8498     -26298.922      2510.6806     -23788.241      4999.8632      3026.1553      2.1100795    
     35900   8975           4035.5975     -26126.183      2297.6058     -23828.577      24825.488      3027.9499      2.1088289    
     36000   9000           4082.8261     -26202.94       2324.4947     -23878.445     -18188.692      3029.7206      2.1075964    
     36100   9025           4191.5375     -26315.037      2386.3878     -23928.649      34353.566      3031.4905      2.106366     
     36200   9050           4114.0372     -26332.692      2342.2642     -23990.428     -13340.651      3033.2697      2.1051305    
     36300   9075           4114.4063     -26389.881      2342.4743     -24047.407     -18595.481      3035.0459      2.1038985    
     36400   9100           4012.8087     -26391.22       2284.6313     -24106.589      4384.2088      3036.8128      2.1026743    
     36500   9125           3919.7107     -26395.919      2231.6274     -24164.291     -34221.57       3038.5817      2.1014503    
     36600   9150           3875.57       -26412.027      2206.4966     -24205.53      -22257.101      3040.3358      2.1002379    
     36700   9175           3990.911      -26499.428      2272.1642     -24227.264     -3374.7846      3042.0728      2.0990387    
     36800   9200           3844.1377     -26428.536      2188.6011     -24239.935     -6630.3722      3043.8082      2.0978419    
     36900   9225           3993.4408     -26519.987      2273.6045     -24246.383      22001.953      3045.5211      2.096662     
     37000   9250           3715.7977     -26357.561      2115.5327     -24242.029     -23194.769      3047.2271      2.0954882    
     37100   9275           3949.3667     -26468.501      2248.5116     -24219.99      -9718.9699      3048.922       2.0943233    
     37200   9300           3873.0077     -26379.684      2205.0377     -24174.646     -2338.329       3050.6062      2.093167     
     37300   9325           3953.7155     -26367.026      2250.9875     -24116.039      14837.6        3052.2783      2.0920204    
     37400   9350           4427.2914     -26557.798      2520.6107     -24037.187      6884.9387      3053.9391      2.0908827    
     37500   9375           3788.7703     -26103.602      2157.0785     -23946.524     -21939.268      3055.5915      2.089752     
     37600   9400           4319.5475     -26311.759      2459.2683     -23852.491      9608.4051      3057.2105      2.0886453    
     37700   9425           4229.4861     -26186.701      2407.9933     -23778.708     -7971.5734      3058.8152      2.0875496    
     37800   9450           4285.5094     -26175.422      2439.8893     -23735.532     -18039.306      3060.4151      2.0864583    
     37900   9475           4489.1324     -26271.591      2555.819      -23715.772     -21669.276      3061.9955      2.0853814    
     38000   9500           4200.7004     -26109.464      2391.6046     -23717.86      -7277.2822      3063.5673      2.0843114    
     38100   9525           4359.1931     -26216.964      2481.84       -23735.124     -14695.767      3065.1176      2.0832573    
     38200   9550           4425.0986     -26291.244      2519.3622     -23771.881     -18530.548      3066.6439      2.0822204    
     38300   9575           4293.559      -26266.637      2444.4722     -23822.165     -39387.105      3068.1662      2.0811873    
     38400   9600           4266.3712     -26297.499      2428.9933     -23868.506     -28869.679      3069.6594      2.0801749    
     38500   9625           4086.5755     -26243.803      2326.6293     -23917.174      2739.2977      3071.1214      2.0791846    
     38600   9650           4051.1725     -26269.064      2306.4731     -23962.591     -34025.473      3072.5691      2.078205     
     38700   9675           3929.5103     -26238.928      2237.2067     -24001.721      26801.7        3073.9929      2.0772424    
     38800   9700           3993.9421     -26305.467      2273.8899     -24031.577     -28673.15       3075.4205      2.0762781    
     38900   9725           3829.6452     -26233.136      2180.35       -24052.786     -23290.887      3076.8209      2.0753332    
     39000   9750           4137.1754     -26419.551      2355.4376     -24064.114     -14774.852      3078.1794      2.0744172    
     39100   9775           3789.0906     -26231.083      2157.2608     -24073.822     -27442.209      3079.5156      2.0735171    
     39200   9800           4078.1511     -26405.699      2321.833      -24083.866     -12875.882      3080.8218      2.072638     
     39300   9825           3874.4889     -26300.484      2205.881      -24094.603     -6625.2659      3082.1116      2.0717707    
     39400   9850           4217.4048     -26503.202      2401.115      -24102.087     -36665.334      3083.3912      2.0709109    
     39500   9875           3786.3804     -26258.852      2155.7178     -24103.134     -29543.639      3084.6474      2.0700675    
     39600   9900           3822.1901     -26265.148      2176.1055     -24089.043     -13855.869      3085.8659      2.0692501    
     39700   9925           3953.8841     -26307.482      2251.0835     -24056.399     -17535.421      3087.0467      2.0684586    
     39800   9950           3915.4721     -26229.151      2229.2142     -23999.937     -20339.569      3088.1985      2.0676871    
     39900   9975           3923.8995     -26143.784      2234.0122     -23909.771     -34468.683      3089.3252      2.0669331    
     40000   10000          4516.5605     -26358.594      2571.4347     -23787.159      462.43984      3090.4226      2.0661991    
Loop time of 938.063 on 8 procs for 40000 steps with 192 atoms

Performance: 0.921 ns/day, 26.057 hours/ns, 42.641 timesteps/s, 8.187 katom-step/s
99.6% CPU use with 8 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 808.78     | 824.87     | 840.16     |  34.0 | 87.93
Neigh   | 5.636      | 5.6596     | 5.6957     |   0.8 |  0.60
Comm    | 23.775     | 39.004     | 55.066     | 156.1 |  4.16
Output  | 0.026124   | 0.028225   | 0.032523   |   1.3 |  0.00
Modify  | 67.793     | 67.866     | 67.909     |   0.5 |  7.23
Other   |            | 0.6367     |            |       |  0.07

Nlocal:             24 ave          26 max          23 min
Histogram: 2 0 0 5 0 0 0 0 0 1
Nghost:           1911 ave        1937 max        1890 min
Histogram: 1 1 1 1 1 1 0 1 0 1
Neighs:        10375.9 ave       11200 max        9960 min
Histogram: 2 0 0 5 0 0 0 0 0 1

Total # of neighbors = 83007
Ave neighs/atom = 432.32812
Neighbor list builds = 427
Dangerous builds = 0
System init for write_data ...
System init for write_restart ...
Total wall time: 0:15:38
