LAMMPS (29 Aug 2024)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-0.13298298 -0.13298298 -0.13298298) to (14.432983 14.432983 14.432983)
  2 by 2 by 2 MPI processor grid
  reading atoms ...
  192 atoms
  reading velocities ...
  192 velocities
  read_data CPU = 0.004 seconds
WARNING: Changed valency_val to valency_boc for X (src/REAXFF/reaxff_ffield.cpp:294)

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- Type Label Framework: https://doi.org/10.1021/acs.jpcb.3c08419
- pair reaxff command: doi:10.1016/j.parco.2011.08.005
- fix qeq/reaxff command: doi:10.1016/j.parco.2011.08.005
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 10 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 3 3 3
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair reaxff, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/ghost/newtoff
      stencil: full/ghost/bin/3d
      bin: standard
  (2) fix qeq/reaxff, perpetual, copy from (1)
      attributes: half, newton off
      pair build: copy
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 0.25
Per MPI rank memory allocation (min/avg/max) = 42.6 | 42.86 | 43.16 Mbytes
   Step          Time           Temp          PotEng         KinEng         TotEng         Press          Volume        Density    
     46300   11575          2144.4957     -27616.565      1220.9358     -26395.63      -42865.632      2892.1953      2.2078137    
     46400   11600          2314.2846     -27668.703      1317.6026     -26351.101     -22489.132      2893.207       2.2070417    
     46500   11625          2337.2737     -27627.558      1330.691      -26296.867     -7701.3773      2894.1882      2.2062934    
     46600   11650          2366.9203     -27598.428      1347.5699     -26250.858     -8970.4074      2895.1506      2.20556      
     46700   11675          2359.1994     -27555.927      1343.1741     -26212.752     -16636.416      2896.098       2.2048385    
     46800   11700          2394.366      -27544.868      1363.1957     -26181.672     -24357.951      2896.9972      2.2041542    
     46900   11725          2594.766      -27637.064      1477.2904     -26159.773      2369.6124      2897.8454      2.203509     
     47000   11750          2379.494      -27503.979      1354.7285     -26149.251     -2363.598       2898.7133      2.2028493    
     47100   11775          2224.7457     -27408.305      1266.625      -26141.68       15234.437      2899.5875      2.2021851    
     47200   11800          2403.8421     -27498.874      1368.5908     -26130.283     -23389.631      2900.4604      2.2015224    
     47300   11825          2277.5615     -27417.408      1296.6948     -26120.713     -11991.093      2901.3012      2.2008844    
     47400   11850          2512.4939     -27539.524      1430.45       -26109.074     -3068.8376      2902.112       2.2002695    
     47500   11875          2511.8441     -27532.396      1430.0801     -26102.316      6673.7749      2902.9219      2.1996556    
     47600   11900          2571.179      -27567.477      1463.8615     -26103.615     -13741.443      2903.7682      2.1990145    
     47700   11925          2309.1091     -27430.233      1314.656      -26115.577      33861.549      2904.6029      2.1983826    
     47800   11950          2479.1981     -27551.239      1411.4935     -26139.745     -16525.633      2905.3843      2.1977913    
     47900   11975          2390.9465     -27540.078      1361.2488     -26178.829      4477.3789      2906.1414      2.1972187    
     48000   12000          2296.6502     -27530.893      1307.5627     -26223.331     -12763.402      2906.8885      2.196654     
     48100   12025          2319.5438     -27596.72       1320.5968     -26276.123     -23122.453      2907.616       2.1961044    
     48200   12050          2186.9788     -27566.842      1245.1229     -26321.719     -28618.206      2908.3079      2.195582     
     48300   12075          2333.328      -27681.181      1328.4447     -26352.737     -28975.422      2908.9638      2.195087     
     48400   12100          2269.1877     -27664.066      1291.9273     -26372.139     -22630.794      2909.5948      2.1946109    
     48500   12125          2290.2019     -27684.617      1303.8915     -26380.725      8201.0876      2910.1907      2.1941615    
     48600   12150          2307.4183     -27693.323      1313.6934     -26379.63       11328.468      2910.7459      2.193743     
     48700   12175          2236.4286     -27640.817      1273.2765     -26367.54      -5501.4907      2911.2957      2.1933287    
     48800   12200          2181.8482     -27585.73       1242.202      -26343.528     -31110.954      2911.8286      2.1929273    
     48900   12225          2280.3501     -27601.449      1298.2825     -26303.166      11914.53       2912.3174      2.1925592    
     49000   12250          2278.5014     -27549.252      1297.2299     -26252.022      21613.853      2912.7988      2.1921969    
     49100   12275          2338.5314     -27528.195      1331.4071     -26196.788     -19266.26       2913.2709      2.1918416    
     49200   12300          2420.4885     -27539.003      1378.0682     -26160.935      19366.675      2913.7281      2.1914977    
     49300   12325          2406.91       -27515.764      1370.3374     -26145.427      14944.27       2914.2109      2.1911346    
     49400   12350          2506.1841     -27565.778      1426.8576     -26138.92       8361.1542      2914.7032      2.1907646    
     49500   12375          2554.6445     -27593.247      1454.4478     -26138.8        30987.003      2915.2041      2.1903881    
     49600   12400          2285.9475     -27444.858      1301.4693     -26143.389      59175.092      2915.7483      2.1899793    
     49700   12425          2288.714      -27454.135      1303.0443     -26151.091      6824.407       2916.3162      2.1895528    
     49800   12450          2535.3592     -27601.677      1443.468      -26158.209     -21254.114      2916.8682      2.1891385    
     49900   12475          2323.0596     -27485.404      1322.5985     -26162.806      15859.146      2917.4079      2.1887335    
     50000   12500          2483.9622     -27581.963      1414.2059     -26167.757     -6203.1074      2917.956       2.1883224    
     50100   12525          2415.6987     -27548.305      1375.3411     -26172.964      316.82789      2918.5158      2.1879027    
     50200   12550          2317.9094     -27495.282      1319.6663     -26175.616     -22881.694      2919.0868      2.1874747    
     50300   12575          2575.5217     -27643.33       1466.3339     -26176.996     -132.24126      2919.6499      2.1870527    
     50400   12600          2319.9221     -27498.032      1320.8122     -26177.22       1597.4747      2920.2461      2.1866063    
     50500   12625          2223.0294     -27445.834      1265.6478     -26180.186     -4950.1248      2920.8396      2.1861619    
     50600   12650          2404.2611     -27542.706      1368.8293     -26173.877     -11609.466      2921.4246      2.1857242    
     50700   12675          2259.0539     -27445.812      1286.1578     -26159.654      19014.663      2921.9965      2.1852964    
     50800   12700          2655.4218     -27649.635      1511.8238     -26137.812      24424.771      2922.5659      2.1848706    
     50900   12725          2468.0302     -27525.929      1405.1353     -26120.793      12302.904      2923.1745      2.1844158    
     51000   12750          2481.7774     -27520.616      1412.962      -26107.654      7504.0401      2923.8277      2.1839277    
     51100   12775          2435.4832     -27488.28       1386.6052     -26101.675     -16405.978      2924.4879      2.1834347    
     51200   12800          2467.0822     -27504.47       1404.5956     -26099.875     -41475.482      2925.1005      2.1829775    
     51300   12825          2438.4435     -27488.742      1388.2906     -26100.452      17986.468      2925.6581      2.1825614    
     51400   12850          2376.0945     -27453.987      1352.7931     -26101.194     -8619.2671      2926.197       2.1821594    
     51500   12875          2413.6769     -27473.91       1374.1901     -26099.72      -25715.258      2926.6906      2.1817914    
     51600   12900          2579.1173     -27563.277      1468.381      -26094.896     -19603.51       2927.1403      2.1814562    
     51700   12925          2505.4635     -27519.515      1426.4474     -26093.068      16866.647      2927.5588      2.1811444    
     51800   12950          2476.3393     -27508.57       1409.8659     -26098.704     -34216.198      2927.9477      2.1808547    
     51900   12975          2400.3674     -27481.223      1366.6125     -26114.61      -11921.731      2928.3159      2.1805805    
     52000   13000          2463.833      -27537.928      1402.7457     -26135.183     -23939.224      2928.6823      2.1803077    
     52100   13025          2119.6115     -27366.451      1206.7684     -26159.683     -19135.612      2929.0084      2.1800649    
     52200   13050          2552.4979     -27640.084      1453.2257     -26186.858     -40088.999      2929.3041      2.1798449    
     52300   13075          2211.3029     -27475.609      1258.9715     -26216.637     -1027.4934      2929.5622      2.1796528    
     52400   13100          2339.7073     -27577.671      1332.0766     -26245.594     -10243.707      2929.7924      2.1794815    
     52500   13125          2379.0436     -27627.773      1354.4721     -26273.3       -27757.021      2929.9875      2.1793364    
     52600   13150          2051.0304     -27464.201      1167.7228     -26296.478     -20748.857      2930.1363      2.1792258    
     52700   13175          2296.8948     -27618.188      1307.7019     -26310.486     -7758.1101      2930.225       2.1791598    
     52800   13200          2264.7204     -27604.223      1289.384      -26314.839     -42604.724      2930.2805      2.1791185    
     52900   13225          2381.2477     -27664.079      1355.727      -26308.352     -32722.593      2930.2722      2.1791246    
     53000   13250          2147.3416     -27509.946      1222.5561     -26287.39      -47993.605      2930.1911      2.179185     
     53100   13275          2364.8957     -27595.55       1346.4172     -26249.133     -15022.643      2930.033       2.1793025    
     53200   13300          2456.2319     -27589.695      1398.4181     -26191.276      1706.2052      2929.838       2.1794476    
     53300   13325          2401.4151     -27495.496      1367.209      -26128.287      3041.8737      2929.6404      2.1795946    
     53400   13350          2446.7995     -27470.728      1393.0479     -26077.681     -22617.582      2929.4372      2.1797458    
     53500   13375          2564.4624     -27502.321      1460.0375     -26042.284     -4448.7462      2929.1931      2.1799275    
     53600   13400          2314.9591     -27337.205      1317.9866     -26019.219      14498.879      2928.9281      2.1801246    
     53700   13425          2431.9293     -27391.587      1384.5818     -26007.005     -5573.2375      2928.6516      2.1803305    
     53800   13450          2624.9633     -27497.484      1494.4827     -26003.002      2722.8536      2928.3475      2.1805569    
     53900   13475          2539.883      -27453.847      1446.0435     -26007.804     -29260.171      2928.0448      2.1807824    
     54000   13500          2561.3636     -27479.36       1458.2732     -26021.087     -25962.563      2927.7049      2.1810355    
     54100   13525          2567.5659     -27503.087      1461.8044     -26041.283      3801.5933      2927.3464      2.1813026    
     54200   13550          2539.0558     -27510.25       1445.5726     -26064.677      12369.669      2926.9821      2.1815741    
     54300   13575          2305.3628     -27404.486      1312.5231     -26091.963     -2859.2838      2926.623       2.1818418    
     54400   13600          2521.6541     -27555.401      1435.6653     -26119.736     -3331.8091      2926.2454      2.1821234    
     54500   13625          2404.897      -27519.415      1369.1914     -26150.224     -25033.792      2925.8478      2.1824198    
     54600   13650          2383.2021     -27534.477      1356.8397     -26177.637     -36519.816      2925.4224      2.1827372    
     54700   13675          2303.3675     -27509.204      1311.3871     -26197.817     -4408.248       2924.9826      2.1830655    
     54800   13700          2338.9266     -27544.864      1331.6321     -26213.232     -10633.577      2924.5367      2.1833983    
     54900   13725          2293.2451     -27527.228      1305.624      -26221.604      64188.651      2924.0677      2.1837484    
     55000   13750          2349.1478     -27567.388      1337.4514     -26229.937      19052.695      2923.6035      2.1840952    
     55100   13775          2310.1386     -27550.5        1315.2421     -26235.257      5115.2778      2923.1367      2.184444     
     55200   13800          2263.122      -27524.595      1288.4739     -26236.121     -20539.275      2922.665       2.1847966    
     55300   13825          2103.0941     -27424.159      1197.3645     -26226.795     -8392.7477      2922.1511      2.1851808    
     55400   13850          2594.292      -27693.617      1477.0205     -26216.597     -8070.5309      2921.5933      2.1855979    
     55500   13875          2302.8507     -27518.847      1311.0929     -26207.754     -1630.9653      2921.0101      2.1860343    
     55600   13900          2245.551      -27479.227      1278.4702     -26200.757     -7008.5737      2920.398       2.1864925    
     55700   13925          2417.4518     -27568.199      1376.3392     -26191.86       2284.642       2919.7756      2.1869586    
     55800   13950          2585.0346     -27659.134      1471.7499     -26187.384      28086.897      2919.1671      2.1874145    
     55900   13975          2370.4309     -27536.53       1349.5686     -26186.961     -16347.444      2918.5841      2.1878514    
     56000   14000          2326.3057     -27514.318      1324.4466     -26189.872     -10222.597      2917.9858      2.1883       
     56100   14025          2363.4009     -27535.656      1345.5662     -26190.09      -31389.689      2917.3482      2.1887782    
     56200   14050          2355.0852     -27527.865      1340.8317     -26187.033      2925.7791      2916.665       2.189291     
     56300   14075          2360.9892     -27525.961      1344.1931     -26181.768     -8040.8376      2915.9575      2.1898222    
     56400   14100          2333.9622     -27501.758      1328.8057     -26172.952      50989.593      2915.2434      2.1903586    
     56500   14125          2510.6845     -27587.666      1429.4199     -26158.246     -8551.9946      2914.5664      2.1908673    
     56600   14150          2640.3238     -27647.575      1503.228      -26144.347     -28101.406      2913.9171      2.1913556    
     56700   14175          2262.8855     -27416.508      1288.3393     -26128.169     -13853.674      2913.2665      2.1918449    
     56800   14200          2387.1541     -27469.457      1359.0897     -26110.368     -23672.524      2912.5707      2.1923686    
     56900   14225          2465.1932     -27489.679      1403.5201     -26086.159     -1242.8321      2911.8339      2.1929233    
     57000   14250          2412.2028     -27428.685      1373.3508     -26055.334     -32215.749      2911.0819      2.1934898    
     57100   14275          2525.5213     -27460.986      1437.867      -26023.119     -12567.676      2910.286       2.1940897    
     57200   14300          2753.9273     -27560.81       1567.9064     -25992.903     -15780.198      2909.494       2.1946869    
     57300   14325          2507.6817     -27399.366      1427.7102     -25971.656      915.39666      2908.7206      2.1952704    
     57400   14350          2559.9483     -27418.689      1457.4674     -25961.222     -14989.43       2907.9681      2.1958385    
     57500   14375          2538.3195     -27409.427      1445.1534     -25964.273      17288.579      2907.2289      2.1963969    
     57600   14400          2489.8508     -27400.092      1417.5585     -25982.533      23060.506      2906.5262      2.1969279    
     57700   14425          2629.6309     -27514.226      1497.1402     -26017.086     -25012.139      2905.8747      2.1974205    
     57800   14450          2407.579      -27440.341      1370.7183     -26069.622      16476.368      2905.207       2.1979254    
     57900   14475          2460.2756     -27528.775      1400.7203     -26128.055     -11551.685      2904.5274      2.1984397    
     58000   14500          2447.815      -27577.973      1393.6261     -26184.347     -8231.9829      2903.8215      2.1989741    
     58100   14525          2384.7263     -27582.076      1357.7075     -26224.368      16798.925      2903.1255      2.1995013    
     58200   14550          2466.244      -27657.015      1404.1183     -26252.896     -21966.332      2902.4178      2.2000377    
     58300   14575          2366.258      -27619.742      1347.1929     -26272.549      17627.143      2901.712       2.2005728    
     58400   14600          2247.8077     -27560.068      1279.755      -26280.313     -12769.46       2901.014       2.2011022    
     58500   14625          2189.4197     -27524.932      1246.5127     -26278.42       9509.6873      2900.2933      2.2016492    
     58600   14650          2409.8217     -27643.304      1371.9952     -26271.309      26109.875      2899.576       2.2021939    
     58700   14675          2299.8449     -27568.819      1309.3815     -26259.437      18218.022      2898.8992      2.202708     
     58800   14700          2267.46       -27536.103      1290.9437     -26245.159      1831.9984      2898.2351      2.2032127    
     58900   14725          2294.4902     -27527.917      1306.3329     -26221.584      13047.814      2897.5746      2.203715     
     59000   14750          2565.7175     -27653.489      1460.752      -26192.737      11492.935      2896.9174      2.2042149    
     59100   14775          2341.7921     -27500.316      1333.2636     -26167.052      15909.621      2896.2646      2.2047117    
     59200   14800          2532.7811     -27582.196      1442.0002     -26140.196      8156.9101      2895.6122      2.2052084    
     59300   14825          2395.0917     -27473.557      1363.6089     -26109.948     -26835.446      2894.9822      2.2056883    
     59400   14850          2597.0094     -27556.414      1478.5676     -26077.846      13241.844      2894.3407      2.2061772    
     59500   14875          2510.3087     -27464.833      1429.2059     -26035.628     -12006.145      2893.7196      2.2066507    
     59600   14900          2594.933      -27468.283      1477.3855     -25990.897      13242.837      2893.1326      2.2070985    
     59700   14925          2622.6948     -27433.902      1493.1912     -25940.711      31981.586      2892.5779      2.2075217    
     59800   14950          2603.7503     -27374.767      1482.4054     -25892.361     -8842.0107      2892.0431      2.2079299    
     59900   14975          2702.5857     -27382.444      1538.6759     -25843.768      44007.826      2891.5215      2.2083282    
     60000   15000          2724.5412     -27355.904      1551.1759     -25804.728      38522.045      2891.0818      2.2086641    
     60100   15025          2698.8814     -27324.647      1536.5669     -25788.08       21355.939      2890.7446      2.2089217    
     60200   15050          2786.961      -27385.945      1586.7137     -25799.232     -18782.888      2890.4779      2.2091255    
     60300   15075          2658.7772     -27367.616      1513.7341     -25853.882     -574.8405       2890.2104      2.2093299    
     60400   15100          2566.1624     -27402.761      1461.0054     -25941.755      23607.179      2889.9453      2.2095326    
     60500   15125          2409.3932     -27392.609      1371.7512     -26020.858      3246.2474      2889.7054      2.2097161    
     60600   15150          2490.6291     -27490.109      1418.0016     -26072.108      3617.783       2889.4562      2.2099066    
     60700   15175          2438.5802     -27497.372      1388.3684     -26109.004     -2599.4821      2889.2282      2.210081     
     60800   15200          2526.4823     -27578.282      1438.4141     -26139.868      30673.918      2889.0144      2.2102446    
     60900   15225          2400.2122     -27537.879      1366.5241     -26171.354     -25521.287      2888.8241      2.2103901    
     61000   15250          2585.4346     -27673.769      1471.9777     -26201.791     -12665.448      2888.65        2.2105234    
     61100   15275          2204.1669     -27484.307      1254.9087     -26229.398      11880.184      2888.4972      2.2106403    
     61200   15300          2456.3503     -27652.449      1398.4855     -26253.963     -13465.582      2888.3543      2.2107497    
     61300   15325          2369.7516     -27624.677      1349.1819     -26275.495      339.71912      2888.2         2.2108678    
     61400   15350          2246.5947     -27572.36       1279.0644     -26293.295      28185.37       2888.0253      2.2110016    
     61500   15375          2343.7754     -27637.946      1334.3927     -26303.553      56510.298      2887.8366      2.211146     
     61600   15400          2411.47       -27683.218      1372.9336     -26310.284     -5920.0239      2887.6781      2.2112674    
     61700   15425          2232.7779     -27582.466      1271.198      -26311.268      15223.367      2887.5369      2.2113755    
     61800   15450          2354.4327     -27646.73       1340.4603     -26306.269     -4707.5788      2887.4028      2.2114782    
     61900   15475          2395.9506     -27655.642      1364.0978     -26291.544     -14028.681      2887.2845      2.2115688    
     62000   15500          2495.201      -27684.966      1420.6046     -26264.362     -28168.396      2887.1696      2.2116568    
     62100   15525          2344.6851     -27557.571      1334.9106     -26222.661     -14359.26       2887.0485      2.2117496    
     62200   15550          2308.8495     -27484.976      1314.5082     -26170.468     -13411.775      2886.9213      2.211847     
     62300   15575          2489.673      -27531.999      1417.4573     -26114.542      15896.724      2886.7927      2.2119456    
     62400   15600          2503.9219     -27489.437      1425.5697     -26063.867      24570.987      2886.668       2.2120411    
     62500   15625          2490.5897     -27449.608      1417.9792     -26031.629      20611.219      2886.5987      2.2120943    
     62600   15650          2705.6693     -27556.599      1540.4315     -26016.168      30991.938      2886.5882      2.2121023    
     62700   15675          2522.0016     -27451.925      1435.8631     -26016.062     -2772.8427      2886.6206      2.2120775    
     62800   15700          2592.7214     -27503.187      1476.1263     -26027.061     -15608.311      2886.6727      2.2120375    
     62900   15725          2466.8223     -27450.64       1404.4476     -26046.193     -8810.3523      2886.7298      2.2119938    
     63000   15750          2496.2312     -27493.79       1421.1911     -26072.599      519.09921      2886.7938      2.2119447    
     63100   15775          2553.0909     -27556.269      1453.5633     -26102.706     -18989.431      2886.8705      2.211886     
     63200   15800          2222.5566     -27397.497      1265.3787     -26132.119     -14160.963      2886.9407      2.2118322    
     63300   15825          2379.1855     -27511.21       1354.5529     -26156.657      16007.121      2886.9938      2.2117916    
     63400   15850          2281.0358     -27471.724      1298.6729     -26173.051     -9216.2717      2887.0552      2.2117445    
     63500   15875          2499.1437     -27610.81       1422.8493     -26187.961      45576.672      2887.1071      2.2117047    
     63600   15900          2453.1408     -27599.493      1396.6582     -26202.835      6122.6892      2887.2029      2.2116313    
     63700   15925          2517.958      -27651.648      1433.5609     -26218.087     -2691.0841      2887.3805      2.2114953    
     63800   15950          2245.6353     -27513.329      1278.5181     -26234.811      11229.945      2887.6025      2.2113253    
     63900   15975          2403.6982     -27616.147      1368.5088     -26247.638     -4434.0995      2887.8396      2.2111437    
     64000   16000          2394.6727     -27623.108      1363.3703     -26259.738      9240.4575      2888.0866      2.2109546    
     64100   16025          2419.6477     -27645.217      1377.5895     -26267.628     -6685.0903      2888.3259      2.2107714    
     64200   16050          2283.6901     -27570.069      1300.1841     -26269.885     -11365.882      2888.5858      2.2105725    
     64300   16075          2170.5421     -27498.759      1235.765      -26262.994     -13919.121      2888.8457      2.2103737    
     64400   16100          2185.8375     -27493.871      1244.4732     -26249.397     -5024.2186      2889.0772      2.2101965    
     64500   16125          2438.4544     -27624.046      1388.2967     -26235.75      -15483.061      2889.284       2.2100384    
     64600   16150          2329.6711     -27549.826      1326.3626     -26223.463      10118.512      2889.4922      2.2098791    
     64700   16175          2454.1796     -27609.077      1397.2496     -26211.827      41780.657      2889.7258      2.2097004    
     64800   16200          2341.2621     -27534.646      1332.9618     -26201.684      17715.781      2889.9856      2.2095018    
     64900   16225          2692.5503     -27728.774      1532.9624     -26195.812     -7887.4806      2890.2574      2.209294     
     65000   16250          2471.8829     -27602.518      1407.3288     -26195.189     -11884.266      2890.5494      2.2090708    
     65100   16275          2334.8426     -27528.19       1329.3069     -26198.883     -4841.17        2890.8638      2.2088306    
     65200   16300          2261.2338     -27484.234      1287.3989     -26196.835     -9389.92        2891.1735      2.208594     
     65300   16325          2317.2591     -27512.427      1319.2961     -26193.131      14482.982      2891.4532      2.2083803    
     65400   16350          2424.7871     -27565.633      1380.5155     -26185.118      8221.5805      2891.7357      2.2081646    
     65500   16375          2320.8841     -27498.469      1321.3599     -26177.109      46659.27       2892.0136      2.2079524    
     65600   16400          2271.1101     -27460.336      1293.0219     -26167.314     -20915.156      2892.297       2.2077361    
     65700   16425          2640.4192     -27646.683      1503.2823     -26143.401      10684.234      2892.5666      2.2075303    
     65800   16450          2597.4337     -27585.744      1478.8092     -26106.935      4957.936       2892.8389      2.2073225    
     65900   16475          2405.2359     -27427.554      1369.3843     -26058.17      -32866.435      2893.0994      2.2071237    
     66000   16500          2535.9394     -27451.406      1443.7984     -26007.608      6640.2246      2893.3196      2.2069558    
     66100   16525          2434.2353     -27345.999      1385.8946     -25960.105      1141.7938      2893.5476      2.2067819    
     66200   16550          2693.7532     -27457.628      1533.6472     -25923.981     -1027.5773      2893.8062      2.2065847    
     66300   16575          2604.2367     -27385.555      1482.6824     -25902.873     -14024.606      2894.0392      2.206407     
     66400   16600          2612.7376     -27391.478      1487.5222     -25903.956      14244.407      2894.258       2.2062402    
     66500   16625          2716.3075     -27472.448      1546.4882     -25925.959     -8658.9216      2894.5038      2.2060528    
     66600   16650          2473.5434     -27374.698      1408.2741     -25966.424     -465.5499       2894.7487      2.2058662    
     66700   16675          2633.6889     -27523.863      1499.4505     -26024.412     -25893.851      2894.9942      2.2056792    
     66800   16700          2477.0691     -27492.45       1410.2814     -26082.168     -8799.7985      2895.2148      2.2055111    
     66900   16725          2381.2423     -27483.596      1355.7239     -26127.872     -23474.522      2895.3937      2.2053748    
     67000   16750          2320.5168     -27476.506      1321.1508     -26155.355      23088.145      2895.5413      2.2052624    
     67100   16775          2479.8382     -27581.549      1411.858      -26169.691      10414.07       2895.6674      2.2051664    
     67200   16800          2253.3096     -27465.356      1282.8874     -26182.469      9140.0646      2895.7963      2.2050682    
     67300   16825          2349.6947     -27528.293      1337.7628     -26190.53      -16747.776      2895.9038      2.2049864    
     67400   16850          2484.1756     -27611.274      1414.3274     -26196.946     -13725.499      2895.9845      2.2049249    
     67500   16875          2386.5713     -27561.784      1358.7579     -26203.026     -20818.156      2896.0392      2.2048833    
     67600   16900          2305.5413     -27519.675      1312.6247     -26207.05      -16488.893      2896.0538      2.2048721    
     67700   16925          2331.177      -27535.214      1327.22       -26207.994      3186.8743      2896.0468      2.2048775    
     67800   16950          2522.9997     -27644.541      1436.4313     -26208.11      -22515.902      2896.0383      2.2048839    
     67900   16975          2429.511      -27596.313      1383.205      -26213.108      17873.512      2896.0328      2.2048882    
     68000   17000          2301.8424     -27532.978      1310.5188     -26222.459      2115.966       2896.0617      2.2048661    
     68100   17025          2189.1211     -27475.794      1246.3427     -26229.452      5927.3384      2896.0934      2.204842     
     68200   17050          2399.9354     -27596.598      1366.3666     -26230.232      15357.483      2896.0969      2.2048393    
     68300   17075          2190.7566     -27468.756      1247.2738     -26221.482     -12362.944      2896.0728      2.2048577    
     68400   17100          2396.1594     -27563.197      1364.2168     -26198.98      -12459.404      2896.008       2.204907     
     68500   17125          2465.8842     -27564.685      1403.9135     -26160.771     -2654.2965      2895.9415      2.2049577    
     68600   17150          2476.6521     -27523.993      1410.044      -26113.949      52959.263      2895.9002      2.2049891    
     68700   17175          2414.9372     -27446.338      1374.9076     -26071.43      -1525.1234      2895.8553      2.2050233    
     68800   17200          2541.6759     -27483.938      1447.0643     -26036.873      9942.0777      2895.8058      2.205061     
     68900   17225          2514.6741     -27440.611      1431.6913     -26008.919      20972.044      2895.79        2.205073     
     69000   17250          2423.4661     -27375.396      1379.7634     -25995.633     -18995.338      2895.8091      2.2050585    
     69100   17275          2486.9658     -27409.698      1415.916      -25993.782     -229.98161      2895.8103      2.2050576    
     69200   17300          2449.6235     -27389.749      1394.6557     -25995.094     -12213.28       2895.81        2.2050578    
     69300   17325          2584.1551     -27477.651      1471.2492     -26006.402      27273.683      2895.8026      2.2050634    
     69400   17350          2593.2846     -27514.736      1476.4469     -26038.289     -2210.2736      2895.8197      2.2050504    
     69500   17375          2371.71       -27441.242      1350.2969     -26090.945      3814.4011      2895.8581      2.2050212    
     69600   17400          2448.2828     -27547.29       1393.8924     -26153.398     -13672.912      2895.8965      2.2049919    
     69700   17425          2341.0064     -27542.851      1332.8162     -26210.034      25061.27       2895.9338      2.2049636    
     69800   17450          2297.2993     -27557.236      1307.9322     -26249.304     -12337.868      2895.96        2.2049436    
     69900   17475          2227.9395     -27543.582      1268.4433     -26275.138     -19197.682      2895.9703      2.2049357    
     70000   17500          2354.7051     -27624.14       1340.6154     -26283.525     -33804.283      2895.9849      2.2049246    
     70100   17525          2410.6759     -27657.057      1372.4815     -26284.576     -8401.9175      2896.0063      2.2049083    
     70200   17550          2465.8688     -27687.424      1403.9047     -26283.519     -23902.058      2896.0439      2.2048797    
     70300   17575          2234.2834     -27551.245      1272.0551     -26279.19       23712.121      2896.0704      2.2048596    
     70400   17600          2455.8815     -27665.435      1398.2186     -26267.217      11761.065      2896.1054      2.2048328    
     70500   17625          2339.351      -27583.308      1331.8737     -26251.435     -13018.244      2896.1633      2.2047888    
     70600   17650          2261.2071     -27519.024      1287.3837     -26231.64      -3833.067       2896.2242      2.2047424    
     70700   17675          2422.3162     -27584.461      1379.1087     -26205.352      29983.186      2896.2911      2.2046915    
     70800   17700          2431.8939     -27557.772      1384.5616     -26173.211      25056.153      2896.3862      2.2046191    
     70900   17725          2403.25       -27508.476      1368.2537     -26140.223      376.74087      2896.5144      2.2045215    
     71000   17750          2389.1343     -27468.591      1360.2171     -26108.374     -23062.522      2896.6572      2.2044129    
     71100   17775          2587.5716     -27547.02       1473.1943     -26073.825      17401.664      2896.7894      2.2043123    
     71200   17800          2539.9494     -27484.494      1446.0814     -26038.413      21940.767      2896.9321      2.2042037    
     71300   17825          2345.8873     -27341.459      1335.5951     -26005.864      3489.2211      2897.1184      2.204062     
     71400   17850          2723.4737     -27534.308      1550.5682     -25983.74      -18699.333      2897.3162      2.2039114    
     71500   17875          2524.907      -27413.175      1437.5172     -25975.658      7949.693       2897.538       2.2037427    
     71600   17900          2459.9352     -27382.051      1400.5265     -25981.524      17277.354      2897.806       2.203539     
     71700   17925          2676.84       -27534.044      1524.0179     -26010.026     -6704.2775      2898.1161      2.2033031    
     71800   17950          2454.8544     -27470.657      1397.6338     -26073.023      2979.8257      2898.4427      2.2030549    
     71900   17975          2448.9831     -27573.998      1394.2911     -26179.707      4824.5001      2898.8078      2.2027775    
     72000   18000          2131.9667     -27469.714      1213.8027     -26255.911      6830.0879      2899.1865      2.2024897    
     72100   18025          2354.0675     -27640.263      1340.2524     -26300.011      13461.374      2899.5716      2.2021972    
     72200   18050          2212.623      -27580.814      1259.7231     -26321.091      7472.2371      2899.9618      2.2019008    
     72300   18075          2028.9015     -27489.575      1155.1241     -26334.451      43210.979      2900.3326      2.2016194    
     72400   18100          2316.1832     -27650.224      1318.6835     -26331.541     -8058.0325      2900.7186      2.2013264    
     72500   18125          2167.1835     -27553.358      1233.8528     -26319.505     -9633.4667      2901.1005      2.2010366    
     72600   18150          2410.6252     -27670.925      1372.4526     -26298.472     -1574.1955      2901.437       2.2007813    
     72700   18175          2288.5744     -27573.967      1302.9649     -26271.002      59076.326      2901.7597      2.2005366    
