LAMMPS (29 Aug 2024)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-0.13298298 -0.13298298 -0.13298298) to (14.432983 14.432983 14.432983)
  2 by 2 by 2 MPI processor grid
  reading atoms ...
  192 atoms
  reading velocities ...
  192 velocities
  read_data CPU = 0.004 seconds
WARNING: Changed valency_val to valency_boc for X (src/REAXFF/reaxff_ffield.cpp:294)

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- Type Label Framework: https://doi.org/10.1021/acs.jpcb.3c08419
- pair reaxff command: doi:10.1016/j.parco.2011.08.005
- fix qeq/reaxff command: doi:10.1016/j.parco.2011.08.005
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 10 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12
  ghost atom cutoff = 12
  binsize = 6, bins = 3 3 3
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair reaxff, perpetual
      attributes: half, newton off, ghost
      pair build: half/bin/ghost/newtoff
      stencil: full/ghost/bin/3d
      bin: standard
  (2) fix qeq/reaxff, perpetual, copy from (1)
      attributes: half, newton off
      pair build: copy
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 0.25
Per MPI rank memory allocation (min/avg/max) = 42.6 | 42.86 | 43.16 Mbytes
   Step          Time           Temp          PotEng         KinEng         TotEng         Press          Volume        Density    
     19700   4925           2380.313      -27538.304      1355.1948     -26183.109     -18835.675      2871.5714      2.2236704    
     19800   4950           2260.8806     -27496.93       1287.1978     -26209.732     -18964.854      2873.284       2.222345     
     19900   4975           2164.3351     -27462.252      1232.2311     -26230.02      -7818.6471      2874.9638      2.2210466    
     20000   5000           2511.228      -27671.093      1429.7293     -26241.364     -6778.8797      2876.5996      2.2197835    
     20100   5025           2350.0583     -27591.273      1337.9698     -26253.303      20684.443      2878.2027      2.2185471    
     20200   5050           2301.5752     -27574.033      1310.3667     -26263.666     -18139.973      2879.7727      2.2173376    
     20300   5075           2346.8308     -27607.879      1336.1323     -26271.747     -7788.6567      2881.3094      2.2161551    
     20400   5100           2355.0271     -27618.249      1340.7987     -26277.45      -25991.417      2882.8336      2.2149833    
     20500   5125           2441.9986     -27668.258      1390.3146     -26277.943     -28299.596      2884.3306      2.2138338    
     20600   5150           2272.9446     -27566.536      1294.0663     -26272.47      -27437.508      2885.7884      2.2127154    
     20700   5175           2432.7302     -27645.435      1385.0378     -26260.397      13104.416      2887.2201      2.2116181    
     20800   5200           2471.5309     -27651.971      1407.1283     -26244.842      24750.564      2888.6453      2.210527     
     20900   5225           2336.7562     -27558.789      1330.3964     -26228.392      14596.584      2890.0867      2.2094245    
     21000   5250           2205.4176     -27463.984      1255.6208     -26208.363     -21716.33       2891.5319      2.2083202    
     21100   5275           2463.3558     -27582.957      1402.474      -26180.483     -11653.667      2892.9439      2.2072424    
     21200   5300           2254.6021     -27430.82       1283.6233     -26147.196     -30345.893      2894.3148      2.2061969    
     21300   5325           2605.086      -27595.707      1483.1659     -26112.541      13123.749      2895.6401      2.2051872    
     21400   5350           2496.5581     -27503.138      1421.3772     -26081.761      21104.588      2896.9769      2.2041696    
     21500   5375           2417.1529     -27436.499      1376.1691     -26060.33      -1882.7213      2898.3549      2.2031216    
     21600   5400           2524.594      -27482.298      1437.339      -26044.959     -4432.2308      2899.7198      2.2020846    
     21700   5425           2754.9644     -27606.568      1568.4969     -26038.071      1151.8541      2901.0938      2.2010417    
     21800   5450           2448.6152     -27437.595      1394.0816     -26043.513      14715.647      2902.4817      2.1999892    
     21900   5475           2384.3716     -27416.438      1357.5055     -26058.933     -8875.8151      2903.87        2.1989374    
     22000   5500           2503.6828     -27512.541      1425.4336     -26087.107      18912.761      2905.2259      2.1979111    
     22100   5525           2564.9374     -27594.095      1460.3079     -26133.787      21130.162      2906.5733      2.1968923    
     22200   5550           2268.8818     -27485.216      1291.7532     -26193.463      130.6109       2907.9288      2.1958682    
     22300   5575           2380.4583     -27601.198      1355.2776     -26245.92       22863.348      2909.2712      2.194855     
     22400   5600           2267.3885     -27576.216      1290.903      -26285.313     -27861.533      2910.5868      2.1938629    
     22500   5625           2321.5701     -27628.44       1321.7505     -26306.689     -16244.956      2911.8574      2.1929056    
     22600   5650           2261.5273     -27604.296      1287.566      -26316.73      -6713.1697      2913.0957      2.1919734    
     22700   5675           2413.2064     -27690.723      1373.9222     -26316.801     -8361.6924      2914.31        2.1910601    
     22800   5700           2177.0318     -27551.754      1239.4598     -26312.294     -19762.401      2915.507       2.1901605    
     22900   5725           2242.9683     -27579.969      1276.9997     -26302.969      7333.979       2916.6641      2.1892917    
     23000   5750           2260.5435     -27573.481      1287.0059     -26286.475     -20390.126      2917.8008      2.1884387    
     23100   5775           2161.2602     -27489.746      1230.4805     -26259.265     -25644.349      2918.9065      2.1876098    
     23200   5800           2390.7677     -27589.185      1361.1471     -26228.038     -21496.631      2919.969       2.1868138    
     23300   5825           2431.1742     -27579.438      1384.1519     -26195.286      15402.083      2921.0189      2.1860278    
     23400   5850           2494.8488     -27588.104      1420.4041     -26167.7       -1863.2808      2922.077       2.1852362    
     23500   5875           2401.6444     -27513.372      1367.3395     -26146.033     -15296.207      2923.1408      2.1844409    
     23600   5900           2429.685      -27516.44       1383.304      -26133.136      33065.716      2924.1818      2.1836633    
     23700   5925           2414.679      -27504.04       1374.7606     -26129.279     -27124.531      2925.229       2.1828816    
     23800   5950           2370.6491     -27478.088      1349.6928     -26128.395      9778.0532      2926.2678      2.1821066    
     23900   5975           2400.5447     -27495.898      1366.7135     -26129.185     -13226.119      2927.2937      2.1813419    
     24000   6000           2391.7271     -27487.88       1361.6933     -26126.187     -32079.168      2928.2843      2.180604     
     24100   6025           2445.0842     -27514.261      1392.0713     -26122.189     -26758.646      2929.2423      2.1798908    
     24200   6050           2421.4742     -27498.442      1378.6293     -26119.812     -16840.211      2930.1931      2.1791835    
     24300   6075           2390.0148     -27482.419      1360.7184     -26121.7       -5819.3411      2931.1182      2.1784957    
     24400   6100           2349.2543     -27462.244      1337.512      -26124.732      3358.1159      2932.0244      2.1778224    
     24500   6125           2512.4967     -27559.5        1430.4516     -26129.049     -36654.913      2932.9128      2.1771627    
     24600   6150           2331.7062     -27464.199      1327.5213     -26136.678      6276.1649      2933.7592      2.1765346    
     24700   6175           2375.2833     -27500.95       1352.3312     -26148.619     -15792.477      2934.5762      2.1759286    
     24800   6200           2333.5872     -27489.746      1328.5922     -26161.153     -9578.5708      2935.3589      2.1753484    
     24900   6225           2223.6834     -27445.075      1266.0202     -26179.055      11694.146      2936.1335      2.1747745    
     25000   6250           2407.0674     -27574.436      1370.4271     -26204.009     -2869.6947      2936.8862      2.1742172    
     25100   6275           2346.4567     -27581.016      1335.9193     -26245.097      10383.952      2937.6213      2.1736731    
     25200   6300           2263.4252     -27583.799      1288.6466     -26295.153     -9182.164       2938.3618      2.1731253    
     25300   6325           2301.9938     -27655.526      1310.605      -26344.921     -20181.224      2939.0929      2.1725847    
     25400   6350           2156.3324     -27611.875      1227.6749     -26384.2       -31228.591      2939.7816      2.1720758    
     25500   6375           2086.6161     -27596.011      1187.983      -26408.028     -9272.1103      2940.3856      2.1716296    
     25600   6400           2077.7491     -27597.221      1182.9347     -26414.286     -6787.3949      2940.92        2.171235     
     25700   6425           2137.5806     -27617.232      1216.9989     -26400.234     -23078.282      2941.3844      2.1708922    
     25800   6450           2362.236      -27717.18       1344.903      -26372.277     -39115.44       2941.7774      2.1706021    
     25900   6475           2305.1389     -27644.683      1312.3956     -26332.287      5573.1852      2942.1243      2.1703462    
     26000   6500           2178.4881     -27529.668      1240.2889     -26289.38      -9365.0171      2942.4436      2.1701107    
     26100   6525           2299.8166     -27554.066      1309.3654     -26244.701     -33257.473      2942.7225      2.1699051    
     26200   6550           2273.1791     -27495.053      1294.1998     -26200.853     -30385.014      2942.9461      2.1697402    
     26300   6575           2527.8066     -27604.992      1439.1681     -26165.824     -31583.793      2943.1224      2.1696102    
     26400   6600           2199.8544     -27393.436      1252.4535     -26140.982     -5845.385       2943.2422      2.1695219    
     26500   6625           2473.37       -27528.037      1408.1754     -26119.861     -23272.713      2943.3266      2.1694597    
     26600   6650           2375.7515     -27453.496      1352.5978     -26100.898     -24082.144      2943.3684      2.1694289    
     26700   6675           2400.9897     -27451.664      1366.9668     -26084.697     -19786.978      2943.3778      2.1694219    
     26800   6700           2672.0834     -27593.839      1521.3099     -26072.529     -23289.918      2943.3509      2.1694418    
     26900   6725           2367.1868     -27414.914      1347.7216     -26067.192     -8132.7108      2943.287       2.1694889    
     27000   6750           2489.4615     -27487.202      1417.3368     -26069.865     -17336.348      2943.1957      2.1695561    
     27100   6775           2244.5624     -27351.779      1277.9073     -26073.872     -16569.984      2943.0767      2.1696439    
     27200   6800           2574.2831     -27541.24       1465.6288     -26075.611     -33250.128      2942.9116      2.1697656    
     27300   6825           2375.2755     -27429.985      1352.3268     -26077.658     -10320.098      2942.6937      2.1699263    
     27400   6850           2508.287      -27511.854      1428.0549     -26083.799     -33447.849      2942.4621      2.1700971    
     27500   6875           2460.226      -27497.327      1400.6921     -26096.635     -31110.241      2942.1991      2.1702911    
     27600   6900           2393.1547     -27478.973      1362.5061     -26116.467     -45851.057      2941.8909      2.1705184    
     27700   6925           2344.9133     -27485.628      1335.0406     -26150.587      18440.462      2941.4978      2.1708085    
     27800   6950           2354.0936     -27536.031      1340.2672     -26195.764     -12145.16       2941.0623      2.1711299    
     27900   6975           2386.063      -27605.191      1358.4685     -26246.723     -21414.652      2940.5902      2.1714785    
     28000   7000           2168.3137     -27522.956      1234.4963     -26288.459     -28205.556      2940.0712      2.1718618    
     28100   7025           2065.4997     -27487.065      1175.9607     -26311.104     -15011.663      2939.5025      2.172282     
     28200   7050           2449.2576     -27713.866      1394.4474     -26319.419     -38219.913      2938.8831      2.1727398    
     28300   7075           2261.0841     -27606.142      1287.3137     -26318.828     -8883.7435      2938.2093      2.1732381    
     28400   7100           2197.8255     -27560.032      1251.2983     -26308.733     -25007.716      2937.5212      2.1737472    
     28500   7125           2493.2968     -27707.182      1419.5204     -26287.661     -34008.227      2936.7856      2.1742916    
     28600   7150           2426.7986     -27639.048      1381.6607     -26257.387     -28206.889      2936.0043      2.1748702    
     28700   7175           2563.9609     -27677.763      1459.752      -26218.011     -32142.742      2935.2013      2.1754652    
     28800   7200           2259.9649     -27461.169      1286.6765     -26174.492     -12336.085      2934.3744      2.1760783    
     28900   7225           2376.6776     -27475.949      1353.1251     -26122.824     -14774.372      2933.4939      2.1767315    
     29000   7250           2544.3876     -27517.267      1448.6082     -26068.659     -19647.802      2932.5803      2.1774096    
     29100   7275           2362.824      -27377.627      1345.2377     -26032.389      1288.8244      2931.6357      2.1781112    
     29200   7300           2573.1419     -27471.938      1464.979      -26006.959     -33483.688      2930.6645      2.178833     
     29300   7325           2824.0573     -27608.05       1607.8339     -26000.216     -24315.111      2929.6745      2.1795692    
     29400   7350           2371.2902     -27358.972      1350.0578     -26008.914      22827.609      2928.696       2.1802974    
     29500   7375           2551.004      -27474.519      1452.3751     -26022.144     -3067.0406      2927.7574      2.1809964    
     29600   7400           2485.0854     -27453.159      1414.8454     -26038.313      9897.0116      2926.8451      2.1816762    
     29700   7425           2588.8922     -27532.297      1473.9462     -26058.35       12651.96       2925.949       2.1823444    
     29800   7450           2315.6619     -27400.494      1318.3867     -26082.107     -39028.515      2925.0563      2.1830104    
     29900   7475           2312.4401     -27417.63       1316.5525     -26101.078     -12722.225      2924.1304      2.1837017    
     30000   7500           2582.4534     -27586.293      1470.2804     -26116.012     -19012.028      2923.1762      2.1844145    
     30100   7525           2175.0091     -27371.288      1238.3082     -26132.98      -12064.583      2922.2086      2.1851378    
     30200   7550           2640.8928     -27657.605      1503.552      -26154.053      10553.861      2921.2022      2.1858906    
     30300   7575           2322.6387     -27500.428      1322.3589     -26178.069     -13562.027      2920.207       2.1866355    
     30400   7600           2357.2879     -27547.957      1342.0859     -26205.871     -10300.03       2919.1961      2.1873927    
     30500   7625           2377.985      -27593.171      1353.8694     -26239.302      9610.6016      2918.1782      2.1881558    
     30600   7650           2109.8989     -27470.269      1201.2387     -26269.03      -25309.885      2917.1574      2.1889215    
     30700   7675           2406.5044     -27668.564      1370.1065     -26298.458     -9811.7313      2916.0904      2.1897224    
     30800   7700           2403.3243     -27694.821      1368.2959     -26326.525     -18647.847      2914.9869      2.1905513    
     30900   7725           2149.3934     -27579.778      1223.7243     -26356.054     -25942.037      2913.8426      2.1914116    
     31000   7750           2167.359      -27624.147      1233.9527     -26390.194      7367.0029      2912.6475      2.1923108    
     31100   7775           2199.7822     -27677.2        1252.4124     -26424.788     -19204.495      2911.4368      2.1932224    
     31200   7800           2183.6041     -27702.349      1243.2016     -26459.148      31991.646      2910.1949      2.1941583    
     31300   7825           2099.6875     -27685.405      1195.425      -26489.98       30695.051      2908.9447      2.1951013    
     31400   7850           2054.6294     -27680.522      1169.7718     -26510.751     -20455.386      2907.6628      2.1960691    
     31500   7875           2117.2407     -27717.853      1205.4187     -26512.434     -3856.9309      2906.3511      2.1970602    
     31600   7900           2151.209      -27718.22       1224.758      -26493.462     -1774.9593      2905.0201      2.1980669    
     31700   7925           2119.2818     -27661.184      1206.5807     -26454.603      1557.044       2903.6599      2.1990965    
     31800   7950           2263.0344     -27683.603      1288.424      -26395.179     -16757.347      2902.2733      2.2001472    
     31900   7975           2233.025      -27604.222      1271.3387     -26332.883     -13097.659      2900.856       2.2012221    
     32000   8000           2446.9557     -27670.547      1393.1369     -26277.411     -32022.709      2899.4252      2.2023084    
     32100   8025           2308.4989     -27556.186      1314.3085     -26241.877     -26472.577      2897.9532      2.203427     
     32200   8050           2425.4086     -27592.842      1380.8693     -26211.973     -4777.6701      2896.4424      2.2045763    
     32300   8075           2349.1567     -27525.903      1337.4565     -26188.447     -4372.5974      2894.9235      2.2057331    
     32400   8100           2304.0938     -27480.939      1311.8006     -26169.139      10239.233      2893.405       2.2068906    
     32500   8125           2433.3742     -27537.65       1385.4044     -26152.246      13841.352      2891.8893      2.2080473    
     32600   8150           2440.1348     -27524.373      1389.2535     -26135.12      -22294.654      2890.3869      2.209195     
     32700   8175           2403.9693     -27489.434      1368.6632     -26120.771     -22555.243      2888.8721      2.2103534    
     32800   8200           2572.5136     -27577.678      1464.6213     -26113.056      589.07261      2887.3369      2.2115287    
     32900   8225           2565.9712     -27573.329      1460.8965     -26112.433      6908.0157      2885.8158      2.2126944    
     33000   8250           2522.9631     -27555.067      1436.4105     -26118.657     -2733.6623      2884.3574      2.2138132    
     33100   8275           2195.8984     -27387.89       1250.2012     -26137.689     -14717.856      2882.9238      2.214914     
     33200   8300           2544.3365     -27609.198      1448.5791     -26160.619      4448.9698      2881.4814      2.2160227    
     33300   8325           2332.389      -27516.444      1327.91       -26188.534      7105.6525      2880.0605      2.2171161    
     33400   8350           2313.1743     -27536.917      1316.9704     -26219.946     -13362.435      2878.6726      2.218185     
     33500   8375           2224.3346     -27521.967      1266.3909     -26255.576      2581.5877      2877.2821      2.219257     
     33600   8400           2453.7107     -27688.869      1396.9827     -26291.886      14622.137      2875.875       2.2203428    
     33700   8425           2284.4172     -27635.714      1300.598      -26335.116      38934.668      2874.4873      2.2214147    
     33800   8450           2251.2089     -27658.107      1281.6914     -26376.415     -8532.9807      2873.1338      2.2224612    
     33900   8475           2130.9595     -27619.5        1213.2292     -26406.27      -2881.8179      2871.7793      2.2235094    
     34000   8500           2184.4217     -27667.138      1243.6671     -26423.471     -18199.523      2870.4115      2.224569     
     34100   8525           2204.6608     -27685.829      1255.1899     -26430.639      74165.927      2869.0452      2.2256283    
     34200   8550           2267.7271     -27722.798      1291.0958     -26431.702     -1645.7153      2867.719       2.2266576    
     34300   8575           2116.7898     -27627.761      1205.1619     -26422.599     -2234.9345      2866.3975      2.2276842    
     34400   8600           2234.1571     -27667.333      1271.9832     -26395.35       48820.647      2865.0614      2.2287231    
     34500   8625           2436.1866     -27723.301      1387.0056     -26336.296      18583.424      2863.7594      2.2297363    
     34600   8650           2383.2101     -27611.791      1356.8443     -26254.947     -24352.31       2862.5017      2.2307161    
     34700   8675           2357.8315     -27520.647      1342.3954     -26178.251      13393.099      2861.2486      2.231693     
     34800   8700           2438.3439     -27516.503      1388.2338     -26128.27       28865.892      2859.9916      2.2326738    
     34900   8725           2647.214      -27612.666      1507.1509     -26105.515      30799.936      2858.7552      2.2336394    
     35000   8750           2536.2258     -27545.665      1443.9614     -26101.704      25656.699      2857.5487      2.2345825    
     35100   8775           2382.8523     -27465.344      1356.6406     -26108.704     -3209.0435      2856.3763      2.2354997    
     35200   8800           2353.7356     -27460.029      1340.0634     -26119.966      8727.6497      2855.2188      2.236406     
     35300   8825           2771.0961     -27711.714      1577.6812     -26134.033      7143.5969      2854.0997      2.2372829    
     35400   8850           2404.0985     -27535.04       1368.7368     -26166.304      31108.824      2853.0507      2.2381055    
     35500   8875           2444.3022     -27592.699      1391.6261     -26201.073      13147.043      2852.1011      2.2388507    
     35600   8900           2208.2894     -27487.015      1257.2559     -26229.759     -18522.544      2851.2238      2.2395395    
     35700   8925           2474.5989     -27658.347      1408.8751     -26249.472     -11784.783      2850.3467      2.2402286    
     35800   8950           2509.8534     -27702.548      1428.9467     -26273.601      25637.075      2849.4671      2.2409202    
     35900   8975           2298.0549     -27603.999      1308.3624     -26295.636     -20859.287      2848.6221      2.2415849    
     36000   9000           2423.8736     -27694.728      1379.9954     -26314.733      19902.493      2847.7936      2.2422371    
     36100   9025           2394.2953     -27692.916      1363.1554     -26329.76       19667.717      2847.0168      2.2428489    
     36200   9050           2407.9619     -27717.787      1370.9363     -26346.851      26178.814      2846.2631      2.2434428    
     36300   9075           2174.6411     -27597.198      1238.0987     -26359.099     -4959.4841      2845.5319      2.2440193    
     36400   9100           2287.1132     -27670.263      1302.1329     -26368.13       20192.527      2844.8044      2.2445931    
     36500   9125           2415.9033     -27745.702      1375.4576     -26370.244     -21438.537      2844.1059      2.2451444    
     36600   9150           2252.9166     -27649.495      1282.6636     -26366.831      21312.655      2843.3988      2.2457027    
     36700   9175           2397.159      -27718.73       1364.7858     -26353.944      10538.702      2842.7109      2.2462461    
     36800   9200           2380.4865     -27684.188      1355.2936     -26328.894      2086.4935      2842.0605      2.2467602    
     36900   9225           2503.3045     -27717.447      1425.2182     -26292.229     -11392.443      2841.4424      2.247249     
     37000   9250           2376.5666     -27600.534      1353.0619     -26247.473      3443.6263      2840.845       2.2477215    
     37100   9275           2505.0268     -27626.34       1426.1987     -26200.141      11834.292      2840.2821      2.2481669    
     37200   9300           2521.9491     -27595.783      1435.8332     -26159.95       15783.693      2839.7482      2.2485897    
     37300   9325           2252.0831     -27414.548      1282.1891     -26132.359      66128.932      2839.2707      2.2489678    
     37400   9350           2490.3857     -27531.511      1417.863      -26113.648     -6597.263       2838.825       2.2493209    
     37500   9375           2660.6301     -27613.488      1514.7891     -26098.699     -8982.8398      2838.4368      2.2496285    
     37600   9400           2502.616      -27518.248      1424.8262     -26093.422      27954.579      2838.0878      2.2499051    
     37700   9425           2406.0494     -27461.591      1369.8475     -26091.744      39525.837      2837.7735      2.2501544    
     37800   9450           2510.7119     -27530.355      1429.4355     -26100.92      -4701.4555      2837.5104      2.250363     
     37900   9475           2624.3049     -27613.746      1494.1079     -26119.639      41920.452      2837.272       2.250552     
     38000   9500           2472.8085     -27565.242      1407.8557     -26157.386      43507.455      2837.0793      2.250705     
     38100   9525           2593.8683     -27689.833      1476.7793     -26213.054      2133.8413      2836.9767      2.2507864    
     38200   9550           2313.4006     -27594.622      1317.0993     -26277.523     -9725.4034      2836.9232      2.2508288    
     38300   9575           2320.0201     -27653.092      1320.868      -26332.224      8183.9516      2836.8937      2.2508522    
     38400   9600           2394.3781     -27728.597      1363.2026     -26365.395      5864.3726      2836.9044      2.2508437    
     38500   9625           2041.0255     -27539.656      1162.0267     -26377.629     -5648.8198      2836.9571      2.2508019    
     38600   9650           2213.9346     -27639.946      1260.4699     -26379.476      31217.9        2836.9979      2.2507695    
     38700   9675           2341.4042     -27704.695      1333.0427     -26371.652      19040.456      2837.0414      2.250735     
     38800   9700           2465.0139     -27762.156      1403.418      -26358.738     -17769.136      2837.1034      2.2506858    
     38900   9725           2402.3988     -27719.326      1367.7691     -26351.556      8555.5117      2837.1897      2.2506174    
     39000   9750           2334.9446     -27671.041      1329.365      -26341.676      15923.796      2837.2952      2.2505337    
     39100   9775           2393.589      -27689.185      1362.7533     -26326.432      17897.808      2837.4303      2.2504265    
     39200   9800           2277.6949     -27609.14       1296.7708     -26312.369      3573.3316      2837.5796      2.2503081    
     39300   9825           2440.7634     -27688.162      1389.6113     -26298.551      3229.6182      2837.7126      2.2502027    
     39400   9850           2170.6279     -27510.181      1235.8138     -26274.367     -14020.357      2837.8502      2.2500936    
     39500   9875           2282.6895     -27537.379      1299.6144     -26237.764     -225.79289      2837.9568      2.250009     
     39600   9900           2631.282      -27680.805      1498.0802     -26182.725      27009.71       2838.0467      2.2499377    
     39700   9925           2406.6866     -27506.039      1370.2103     -26135.829      4897.884       2838.1612      2.249847     
     39800   9950           2501.2037     -27526.087      1424.0221     -26102.065      38787.923      2838.2729      2.2497585    
     39900   9975           2532.5712     -27516.692      1441.8807     -26074.811      14170.813      2838.4211      2.249641     
     40000   10000          2772.8011     -27637.705      1578.652      -26059.053      6176.4227      2838.5952      2.249503     
     40100   10025          2620.5204     -27554.561      1491.9532     -26062.607     -11425.897      2838.7836      2.2493537    
     40200   10050          2468.2065     -27492.97       1405.2357     -26087.734      2715.4204      2838.9937      2.2491872    
     40300   10075          2598.4254     -27622.407      1479.3738     -26143.034      35762.914      2839.2437      2.2489892    
     40400   10100          2394.7755     -27605.257      1363.4288     -26241.828     -25288.295      2839.5258      2.2487658    
     40500   10125          2512.8397     -27765.633      1430.6469     -26334.986     -17238.537      2839.791       2.2485557    
     40600   10150          2443.653      -27768.004      1391.2565     -26376.748     -37243.745      2840.0764      2.2483298    
     40700   10175          2248.8857     -27678.077      1280.3687     -26397.708     -12878.053      2840.3542      2.2481099    
     40800   10200          2257.4633     -27689.437      1285.2522     -26404.184     -17931.633      2840.6181      2.247901     
     40900   10225          2320.4375     -27721.824      1321.1056     -26400.718      18840.224      2840.876       2.247697     
     41000   10250          2309.9095     -27702.77       1315.1117     -26387.658      22917.598      2841.1654      2.247468     
     41100   10275          2238.0636     -27642.218      1274.2073     -26368.01      -7652.6877      2841.4776      2.2472211    
     41200   10300          2256.1737     -27629.476      1284.518      -26344.958      35365.22       2841.8078      2.2469599    
     41300   10325          2350.1735     -27652.096      1338.0354     -26314.061      14991.911      2842.2018      2.2466485    
     41400   10350          2502.8972     -27704.883      1424.9863     -26279.897     -4627.4921      2842.6398      2.2463023    
     41500   10375          2273.9986     -27546.309      1294.6663     -26251.642      18276.032      2843.0865      2.2459494    
     41600   10400          2545.2229     -27672.536      1449.0838     -26223.453      22090.782      2843.5749      2.2455637    
     41700   10425          2440.8176     -27584.437      1389.6422     -26194.795     -15897.768      2844.1352      2.2451212    
     41800   10450          2336.6188     -27494.281      1330.3182     -26163.963      8438.7397      2844.728       2.2446534    
     41900   10475          2636.4761     -27633.339      1501.0374     -26132.302      21771.203      2845.3512      2.2441618    
     42000   10500          2451.3845     -27502.704      1395.6583     -26107.046     -6662.64        2846.0395      2.2436191    
     42100   10525          2478.6758     -27501.113      1411.1962     -26089.917      23514.971      2846.7768      2.243038     
     42200   10550          2394.4176     -27439.732      1363.2251     -26076.507      9094.8957      2847.5449      2.2424329    
     42300   10575          2488.9769     -27485.359      1417.061      -26068.298      15913.108      2848.3543      2.2417957    
     42400   10600          2563.746      -27527.142      1459.6296     -26067.512     -903.72021      2849.184       2.2411428    
     42500   10625          2366.8103     -27427.951      1347.5073     -26080.444      13707.049      2850.0133      2.2404908    
     42600   10650          2528.8223     -27550.213      1439.7463     -26110.466      9497.2794      2850.8732      2.2398149    
     42700   10675          2371.3333     -27519.238      1350.0824     -26169.156      39296.383      2851.7818      2.2391013    
     42800   10700          2383.027      -27603.607      1356.74       -26246.867      31368.323      2852.7368      2.2383518    
     42900   10725          2399.5012     -27682.561      1366.1193     -26316.442      41786.799      2853.7182      2.237582     
     43000   10750          2457.2078     -27768.728      1398.9737     -26369.755      15951.012      2854.7446      2.2367775    
     43100   10775          2326.7085     -27727.065      1324.6759     -26402.389     -4596.4528      2855.8012      2.2359499    
     43200   10800          2316.8873     -27740.098      1319.0844     -26421.014      3293.2172      2856.8498      2.2351292    
     43300   10825          2220.201      -27691.722      1264.0375     -26427.684     -14114.78       2857.9         2.2343078    
     43400   10850          2249.2974     -27702.03       1280.6031     -26421.427     -39315.697      2858.9353      2.2334988    
     43500   10875          2213.5924     -27665.942      1260.275      -26405.667     -11053.803      2859.9573      2.2327006    
     43600   10900          2425.3154     -27759.807      1380.8163     -26378.991     -19739.314      2860.9588      2.231919     
     43700   10925          2342.5135     -27679.158      1333.6742     -26345.484      70644.702      2861.9496      2.2311463    
     43800   10950          2331.9209     -27635.233      1327.6435     -26307.59      -36358.194      2862.9808      2.2303428    
     43900   10975          2255.6338     -27554.404      1284.2107     -26270.193      25485.108      2863.9851      2.2295606    
     44000   11000          2505.6049     -27656.326      1426.5279     -26229.798      18382.282      2865.0055      2.2287666    
     44100   11025          2533.895      -27641.458      1442.6344     -26198.823     -29249.14       2866.066       2.2279418    
     44200   11050          2370.2084     -27528.062      1349.4419     -26178.62       4292.1629      2867.1152      2.2271266    
     44300   11075          2664.0198     -27683.023      1516.719      -26166.304      22857.624      2868.1799      2.2262998    
     44400   11100          2287.632      -27461.82       1302.4283     -26159.392      10211.335      2869.2916      2.2254372    
     44500   11125          2472.361      -27561.64       1407.601      -26154.039     -19232.907      2870.418       2.2245639    
     44600   11150          2490.6658     -27567.837      1418.0225     -26149.814      40305.367      2871.5311      2.2237017    
     44700   11175          2467.6434     -27555.966      1404.915      -26151.051      41562.776      2872.6846      2.2228087    
     44800   11200          2263.5256     -27443.368      1288.7037     -26154.664      30141.279      2873.8708      2.2218912    
     44900   11225          2472.3048     -27565.077      1407.569      -26157.508      16874.413      2875.0924      2.2209472    
     45000   11250          2448.5526     -27556.358      1394.046      -26162.312      5708.5065      2876.3291      2.2199923    
     45100   11275          2347.712      -27503.667      1336.634      -26167.033     -17991.19       2877.5671      2.2190372    
     45200   11300          2446.1977     -27573.582      1392.7053     -26180.877     -16575.155      2878.7879      2.2180962    
     45300   11325          2325.2223     -27526.459      1323.8298     -26202.629      9786.1787      2880.0206      2.2171468    
     45400   11350          2305.7973     -27546.632      1312.7704     -26233.861     -20310.035      2881.2756      2.2161811    
     45500   11375          2489.1142     -27693.322      1417.1391     -26276.182      2941.2328      2882.5318      2.2152152    
     45600   11400          2383.1678     -27682.255      1356.8201     -26325.435      30260.432      2883.7897      2.214249     
     45700   11425          2079.7101     -27556.17       1184.0512     -26372.119      1045.2405      2885.0602      2.2132739    
     45800   11450          2406.1513     -27774.439      1369.9055     -26404.533     -35962.499      2886.3253      2.2123038    
     45900   11475          2310.239      -27741.453      1315.2993     -26426.154     -5486.0816      2887.5754      2.211346     
     46000   11500          2310.2833     -27754.352      1315.3245     -26439.028     -37426.613      2888.815       2.2103972    
     46100   11525          2138.4841     -27657.512      1217.5133     -26439.999     -44433.589      2890.0071      2.2094854    
     46200   11550          2233.6903     -27697.268      1271.7174     -26425.551     -55398.494      2891.139       2.2086203    
