q_Ainv,two_theta_deg,I_norm
1.520000000000000018e+00,2.147941179094564745e+01,6.085353618466671222e-01
1.524999999999999911e+00,2.155091128183878268e+01,6.081732649086315501e-01
1.530000000000000027e+00,2.162241926416196236e+01,6.079621558739927156e-01
1.534999999999999920e+00,2.169393576879695473e+01,6.078980160311819869e-01
1.540000000000000036e+00,2.176546082665719339e+01,6.079766769396738324e-01
1.544999999999999929e+00,2.183699446868795135e+01,6.081938305687004664e-01
1.550000000000000044e+00,2.190853672586644407e+01,6.085450394638085569e-01
1.554999999999999938e+00,2.198008762920198222e+01,6.090257469244596544e-01
1.560000000000000053e+00,2.205164720973611026e+01,6.096312871761311314e-01
1.564999999999999947e+00,2.212321549854273073e+01,6.103568955206604141e-01
1.570000000000000062e+00,2.219479252672825709e+01,6.111977184488815995e-01
1.574999999999999956e+00,2.226637832543173801e+01,6.121488236999228505e-01
1.580000000000000071e+00,2.233797292582498883e+01,6.132052102518834591e-01
1.584999999999999964e+00,2.240957635911274792e+01,6.143618182289667384e-01
1.590000000000000080e+00,2.248118865653280807e+01,6.156135387105297063e-01
1.594999999999999973e+00,2.255280984935614086e+01,6.169552234279037650e-01
1.600000000000000089e+00,2.262443996888706366e+01,6.183816943352614670e-01
1.604999999999999982e+00,2.269607904646333907e+01,6.198877530412235659e-01
1.610000000000000098e+00,2.276772711345635969e+01,6.214681900883550769e-01
1.614999999999999991e+00,2.283938420127124758e+01,6.231177940681454919e-01
1.620000000000000107e+00,2.291105034134702834e+01,6.248313605595472442e-01
1.625000000000000000e+00,2.298272556515674125e+01,6.266037008796193630e-01
1.630000000000000115e+00,2.305440990420760272e+01,6.284296506353230782e-01
1.635000000000000009e+00,2.312610339004114124e+01,6.303040780660101872e-01
1.640000000000000124e+00,2.319780605423333952e+01,6.322218921666626912e-01
1.645000000000000018e+00,2.326951792839475530e+01,6.341780505824553549e-01
1.650000000000000133e+00,2.334123904417071671e+01,6.361675672657428615e-01
1.655000000000000027e+00,2.341296943324139690e+01,6.381855198871000390e-01
1.659999999999999920e+00,2.348470912732202009e+01,6.402270569925876398e-01
1.665000000000000036e+00,2.355645815816296818e+01,6.422874048999493990e-01
1.669999999999999929e+00,2.362821655754992278e+01,6.443618743269962090e-01
1.675000000000000044e+00,2.369998435730403585e+01,6.464458667459808128e-01
1.679999999999999938e+00,2.377176158928204686e+01,6.485348804583075388e-01
1.685000000000000053e+00,2.384354828537645687e+01,6.506245163844821544e-01
1.689999999999999947e+00,2.391534447751564230e+01,6.527104835647455916e-01
1.695000000000000062e+00,2.398715019766402534e+01,6.547886043663897482e-01
1.699999999999999956e+00,2.405896547782220196e+01,6.568548193942953528e-01
1.705000000000000071e+00,2.413079035002711592e+01,6.589051921017806679e-01
1.709999999999999964e+00,2.420262484635217248e+01,6.609359130993803788e-01
1.715000000000000080e+00,2.427446899890740895e+01,6.629433041597200260e-01
1.719999999999999973e+00,2.434632283983962964e+01,6.649238219171706987e-01
1.725000000000000089e+00,2.441818640133257645e+01,6.668740612615027263e-01
1.729999999999999982e+00,2.449005971560703543e+01,6.687907584252643645e-01
1.735000000000000098e+00,2.456194281492104281e+01,6.706707937651306128e-01
1.739999999999999991e+00,2.463383573156997386e+01,6.725111942379610186e-01
1.745000000000000107e+00,2.470573849788674536e+01,6.743091355728048075e-01
1.750000000000000000e+00,2.477765114624194354e+01,6.760619441405688601e-01
1.755000000000000115e+00,2.484957370904396257e+01,6.777670985235423329e-01
1.760000000000000009e+00,2.492150621873916805e+01,6.794222307874305811e-01
1.765000000000000124e+00,2.499344870781207106e+01,6.810251274590037873e-01
1.770000000000000018e+00,2.506540120878543831e+01,6.825737302129036843e-01
